line number,contest name,choice name,party name,total votes,percent of votes,num Precinct total,num Precinct rptg,over votes,under votes
350,State House District 132,"Bob Trammell, Jr. (I) (Dem)",NP,10792,48.50,3,3,0,0
351,State House District 133,"Vance Smith, Jr. (I) (Rep)",NP,25094,100.00,3,3,0,0
352,State House District 134,Richard H. Smith (I) (Rep),NP,17591,64.15,2,2,0,0
353,State House District 134,Carl Sprayberry (Dem),NP,9831,35.85,2,2,0,0
354,State House District 135,Calvin Smyre (I) (Dem),NP,12407,100.00,1,1,0,0
355,State House District 136,Carolyn Hugley (I) (Dem),NP,19509,100.00,1,1,0,0
356,State House District 137,Debbie G. Buckner (I) (Dem),NP,22039,100.00,4,4,0,0
357,State House District 138,Mike Cheokas (I) (Rep),NP,9542,53.85,4,4,0,0
358,State House District 138,Marc Arnett (Dem),NP,8177,46.15,4,4,0,0
359,State House District 139,Patty Bentley (I) (Dem),NP,13658,100.00,4,4,0,0
360,State House District 140,Robert Dickey (I) (Rep),NP,19693,100.00,5,5,0,0
361,State House District 141,Dale Washburn (I) (Rep),NP,25840,100.00,2,2,0,0
362,State House District 142,Miriam Paris (I) (Dem),NP,18212,100.00,1,1,0,0
363,State House District 143,James Beverly (I) (Dem),NP,17679,100.00,1,1,0,0
364,State House District 144,Danny Mathis (I) (Rep),NP,18560,69.08,7,7,0,0
365,State House District 144,Mary Whipple-Lue (Dem),NP,8306,30.92,7,7,0,0
366,State House District 145,"Ricky """"Rick"""" Williams (I) (Rep)",NP,12371,56.16,2,2,0,0
367,State House District 145,Quentin T. Howell (Dem),NP,9659,43.84,2,2,0,0
368,State House District 146,Shaw Blackmon (I) (Rep),NP,25746,100.00,1,1,0,0
369,State House District 147,Heath Clark (I) (Rep),NP,11794,52.26,1,1,0,0
370,State House District 147,Stephen Baughier (Dem),NP,10773,47.74,1,1,0,0
371,State House District 148,"Noel Williams, Jr. (I) (Rep)",NP,15443,70.95,4,4,0,0
372,State House District 148,Regina Awung (Dem),NP,6322,29.05,4,4,0,0
373,State House District 149,Robert Pruitt (Rep),NP,13972,100.00,5,5,0,0
374,State House District 150,Matt Hatchett (I) (Rep),NP,20139,100.00,3,3,0,0
375,State House District 151,Gerald E. Greene (I) (Rep),NP,12011,51.78,9,9,0,0
376,State House District 151,Joyce Barlow (Dem),NP,11185,48.22,9,9,0,0
377,State House District 152,Bill Yearta (I) (Rep),NP,23841,100.00,3,3,0,0
378,State House District 153,Camia Whitaker Hopson (I) (Dem),NP,15462,100.00,1,1,0,0
379,State House District 154,Winfred Dukes (I) (Dem),NP,17798,100.00,4,4,0,0
380,State House District 155,Clay Pirkle (I) (Rep),NP,16132,72.19,5,5,0,0
381,State House District 155,Lethia Jones Kittrell (Dem),NP,6214,27.81,5,5,0,0
382,State House District 156,Greg Morris (I) (Rep),NP,19096,100.00,4,4,0,0
383,State House District 157,"William """"Bill"""" Werkheiser (I) (Rep)",NP,16199,100.00,3,3,0,0
384,State House District 158,Butch Parrish (I) (Rep),NP,15379,69.42,4,4,0,0
385,State House District 158,Ann P.D. Gleason (Dem),NP,6773,30.58,4,4,0,0
386,State House District 159,Jon G. Burns (I) (Rep),NP,21976,100.00,3,3,0,0
387,State House District 160,Jan Tankersley (I) (Rep),NP,19105,100.00,2,2,0,0
388,State House District 161,Bill Hitchens (I) (Rep),NP,27840,100.00,2,2,0,0
389,State House District 162,Carl Wayne Gilliard (I) (Dem),NP,17344,100.00,1,1,0,0
390,State House District 163,Derek J. Mallow (Dem),NP,18099,100.00,1,1,0,0
391,State House District 164,Ron Stephens (I) (Rep),NP,13829,52.56,3,3,0,0
392,State House District 164,Marcus Thompson (Dem),NP,12484,47.44,3,3,0,0
393,State House District 165,Mickey Stephens (I) (Dem),NP,19955,100.00,1,1,0,0
394,State House District 166,Jesse Petrea (I) (Rep),NP,26058,70.10,2,2,0,0
395,State House District 166,Michael Mack (Dem),NP,11115,29.90,2,2,0,0
396,State House District 167,Buddy Deloach (Rep),NP,21135,100.00,3,3,0,0
397,State House District 168,Al Williams (I) (Dem),NP,17006,100.00,1,1,0,0
398,State House District 169,Dominic LaRiccia (I) (Rep),NP,13759,73.06,3,3,0,0
399,State House District 169,"Michael """"Buckle"""" Moore (Dem)",NP,5074,26.94,3,3,0,0
400,State House District 170,Penny Houston (I) (Rep),NP,15626,75.84,3,3,0,0
401,State House District 170,Andre Oliver (Dem),NP,4979,24.16,3,3,0,0
402,State House District 171,Joe Campbell (I) (Rep),NP,17096,100.00,3,3,0,0
403,State House District 172,Sam Watson (I) (Rep),NP,15556,100.00,3,3,0,0
404,State House District 173,Darlene Taylor (I) (Rep),NP,14267,59.36,3,3,0,0
405,State House District 173,Booker T. Gainor (Dem),NP,9766,40.64,3,3,0,0
406,State House District 174,John L. Corbett (I) (Rep),NP,18484,100.00,6,6,0,0
407,State House District 175,John LaHood (I) (Rep),NP,22745,100.00,3,3,0,0
408,State House District 176,James Burchett (I) (Rep),NP,15241,71.13,4,4,0,0
409,State House District 176,"Evans Primus, Jr. (Dem)",NP,6185,28.87,4,4,0,0
410,State House District 177,Dexter L. Sharper (I) (Dem),NP,14598,100.00,1,1,0,0
411,State House District 178,Steven Meeks (I) (Rep),NP,21993,100.00,4,4,0,0
412,State House District 179,Don Hogan (I) (Rep),NP,15441,56.95,1,1,0,0
413,State House District 179,Julie Jordan (Dem),NP,11672,43.05,1,1,0,0
414,State House District 180,Steven Sainz (I) (Rep),NP,20286,100.00,3,3,0,0
415,District Attorney - Alapaha,Dick Perryman (I) (Rep),NP,20947,100.00,5,5,0,0
416,District Attorney - Alcovy,Randy McGinley (Rep),NP,61582,59.65,2,2,0,0
417,District Attorney - Alcovy,Destiny Bryant (Dem),NP,41663,40.35,2,2,0,0
418,District Attorney - Appalachian,B. Alison Sosebee (I) (Rep),NP,42396,100.00,3,3,0,0
419,District Attorney - Atlanta,Fani Willis (Dem),NP,431050,100.00,1,1,0,0
420,District Attorney - Augusta,Natalie Paine (I) (Rep),NP,86625,49.43,3,3,0,0
421,District Attorney - Augusta,Jared T. Williams (Dem),NP,88625,50.57,3,3,0,0
422,District Attorney - Blue Ridge,Shannon Wallace (I) (Rep),NP,119237,100.00,1,1,0,0
423,District Attorney - Brunswick,Jackie Johnson (I) (Rep),NP,41176,47.32,5,5,0,0
424,District Attorney - Brunswick,Keith Higgins (Ind),NP,45848,52.68,5,5,0,0
425,District Attorney - Chattahoochee,Mark P. Jones (Dem),NP,83348,100.00,6,6,0,0
426,District Attorney - Cherokee,Rosemary M. Greene (I) (Rep),NP,64064,100.00,2,2,0,0
427,District Attorney - Clayton - Special Election,Tasha M. Mosley (I) (Dem),NP,102097,100.00,1,1,0,0
428,District Attorney - Cobb - Special,"Flynn D. Broady, Jr. (Dem)",NP,197553,51.34,1,1,0,0
429,District Attorney - Cobb - Special,Joyette Holmes (I) (Rep),NP,187241,48.66,1,1,0,0
430,District Attorney - Conasauga,Bert Poston (I) (Rep),NP,43564,100.00,2,2,0,0
431,District Attorney - Coweta,Herb Cranford (I) (Rep),NP,144656,100.00,5,5,0,0
432,District Attorney - Dougherty,Gregory W. Edwards (I) (Dem),NP,30899,100.00,1,1,0,0
433,District Attorney - Douglas - Special,Dalia Racine (Dem),NP,52339,100.00,1,1,0,0
434,District Attorney - Dublin,Craig Fraser (I) (Rep),NP,19985,59.41,4,4,0,0
435,District Attorney - Dublin,Adriane Latrell Love (Dem),NP,13654,40.59,4,4,0,0
436,District Attorney - Eastern,Meg Daly Heap (I) (Rep),NP,61618,47.15,1,1,0,0
437,District Attorney - Eastern,Shalena Cook Jones (Dem),NP,69065,52.85,1,1,0,0
438,District Attorney - Flint,Darius Pattillo (I) (Dem),NP,94399,100.00,1,1,0,0
439,District Attorney - Gwinnett/Fiscal del Distrito - Gwinnett,"Daniel J. """"Danny"""" Porter (I) (Rep)",NP,177800,44.01,1,1,0,0
440,District Attorney - Gwinnett/Fiscal del Distrito - Gwinnett,Patsy Austin-Gatson (Dem),NP,226177,55.99,1,1,0,0
441,District Attorney - Houston,George Hartwig (I) (Rep),NP,38067,51.92,1,1,0,0
442,District Attorney - Houston,Erikka B. Williams (Dem),NP,35249,48.08,1,1,0,0
443,District Attorney - Lookout Mountain,Chris A. Arnt (Rep),NP,68133,100.00,4,4,0,0
444,District Attorney - Macon,Anita Reynolds Howard (Dem),NP,69417,100.00,3,3,0,0
445,District Attorney - Middle,Tripp Fitzner (Rep),NP,31114,100.00,5,5,0,0
446,District Attorney - Mountain,George R. Christian (I) (Rep),NP,36306,100.00,3,3,0,0
447,District Attorney - Northern,Parks White (I) (Rep),NP,46930,100.00,5,5,0,0
448,District Attorney - Ocmulgee,T. Wright Barksdale (Rep),NP,66868,100.00,8,8,0,0
449,District Attorney - Oconee,Timothy G. Vaughn (I) (Rep),NP,22597,100.00,6,6,0,0
450,District Attorney - Ogeechee,Daphne Jarriel Totten (Rep),NP,58227,100.00,4,4,0,0
451,District Attorney - Piedmont,Brad Smith (I) (Rep),NP,73279,100.00,3,3,0,0
452,District Attorney - Rome,Leigh E. Patterson (I) (Rep),NP,34789,100.00,1,1,0,0
453,District Attorney - South Georgia,Joe Mulholland (I) (Rep),NP,27194,100.00,5,5,0,0
454,District Attorney - Southern,Brad Shealy (I) (Rep),NP,86422,100.00,6,6,0,0
455,District Attorney - Southwestern - Special,Lewis R. Lamb (I) (Ind),NP,30783,100.00,6,6,0,0
456,District Attorney - Stone Mountain,Sherry Boston (I) (Dem),NP,323863,100.00,1,1,0,0
457,District Attorney - Tallapoosa,Jack Browning (I) (Rep),NP,28115,100.00,2,2,0,0
458,District Attorney - Tifton,Bryce A. Johnson (Rep),NP,14495,100.00,3,3,0,0
459,District Attorney - Toombs,Bill Doupe (I) (Dem),NP,19360,100.00,6,6,0,0
460,District Attorney - Western - Special,James Chafin,NP,25022,34.94,2,2,0,0
461,District Attorney - Western - Special,Deborah Gonzalez (Dem),NP,34646,48.38,2,2,0,0
462,District Attorney - Western - Special,Brian Patterson (Dem),NP,11949,16.68,2,2,0,0
463,District Attorney - Bell-Forsyth,Penny A. Penn (I) (Rep),NP,108132,100.00,1,1,0,0
464,District Attorney - Towaliga,Jonathan L. Adams (I) (Rep),NP,30565,100.00,3,3,0,0
465,Constitutional Amendment #1,YES,NP,3862568,81.62,159,159,0,0
466,Constitutional Amendment #1,NO,NP,869540,18.38,159,159,0,0
467,Constitutional Amendment #2,YES,NP,3491296,74.46,159,159,0,0
468,Constitutional Amendment #2,NO,NP,1197792,25.54,159,159,0,0
469,Statewide Referendum A,YES,NP,3451116,73.09,159,159,0,0
470,Statewide Referendum A,NO,NP,1270737,26.91,159,159,0,0
