ID,Total Pop,Devation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",734470,0,0.3311,0.6212,0.0476,565616,0.7768,0.2232,0.1305,0.0367,0.0249,0.0322,0.0021,
"2",734470,0,0.4014,0.5503,0.0484,554813,0.733,0.267,0.1064,0.0985,0.0223,0.0414,0.003,
"3",734470,0,0.4763,0.4756,0.0481,556362,0.7787,0.2213,0.0851,0.0539,0.054,0.025,0.0015,
"4",734470,0,0.3662,0.5819,0.0519,552525,0.7326,0.2674,0.1111,0.0774,0.0406,0.0413,0.0023,
"Summary",734470,0,0.3981,0.5529,0.0489,557329,0.7554,0.2446,0.1084,0.0665,0.0354,0.0349,0.0022,
