ID,Total Pop,Devation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",721189,0,0.6062,0.3657,0.0281,575609,0.6089,0.3911,0.155,0.1692,0.0624,0.0151,0.0015,
"2",721188,0,0.5222,0.4451,0.0327,585785,0.8057,0.1943,0.0774,0.0515,0.0438,0.0206,0.0019,
"3",721189,0,0.5798,0.3993,0.0209,583771,0.6469,0.3531,0.1431,0.1494,0.0532,0.0147,0.0014,
"4",721189,0,0.606,0.3762,0.0178,555195,0.5953,0.4047,0.1986,0.134,0.0615,0.0123,0.0013,
"5",721189,0,0.5199,0.4551,0.025,568867,0.6736,0.3264,0.1799,0.0879,0.0421,0.015,0.0015,
"Summary",721189,0,0.566,0.409,0.0251,573845,0.667,0.333,0.1501,0.1182,0.0525,0.0156,0.0015,
