ID,Total Pop,Devation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",791871,0,0.3641,0.5953,0.0406,597950,0.6224,0.3776,0.1144,0.1029,0.0384,0.1308,0.0023,
"2",791871,0,0.2606,0.7039,0.0355,609272,0.6542,0.3458,0.0434,0.0425,0.0102,0.2542,0.0018,
"3",791871,0,0.2734,0.6894,0.0372,594875,0.6473,0.3527,0.1697,0.0624,0.0206,0.1061,0.0052,
"4",791870,0,0.3285,0.6288,0.0427,605586,0.6792,0.3208,0.0835,0.0917,0.0343,0.1157,0.0036,
"5",791870,0,0.3782,0.5801,0.0417,603015,0.6579,0.3421,0.0817,0.1308,0.0417,0.0944,0.0022,
"Summary",791869,0,0.3223,0.6381,0.0396,602140,0.6523,0.3477,0.0982,0.086,0.029,0.1406,0.003,
