ID,Total Pop,Devation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",681179,0,0.5368,0.4078,0.0554,557050,0.9102,0.0898,0.0182,0.0235,0.0206,0.018,0.001,
"2",681180,0,0.4123,0.5291,0.0586,553035,0.923,0.077,0.0135,0.016,0.0118,0.0267,0.001,
"",681180,0,0.4775,0.4656,0.0569,555043,0.9166,0.0834,0.0159,0.0198,0.0162,0.0223,0.001,
