NAME,TotalPopulation,1,2
1,51956,0,51956
2,54609,12970,41639
3,54708,49135,5572
4,55661,55661,0
5,57290,0,57290
6,54982,54981,0
7,57125,31091,26033
8,55813,0,55812
9,58691,22727,35964
10,55433,0,55433
11,57487,26317,31170
12,54460,17,54442
13,61295,8,61286
14,57250,31743,25507
15,57447,0,57447
16,59378,48586,10792
17,57388,19743,37644
18,54229,45629,8599
19,56787,42101,14686
20,54665,54664,1
21,57734,57734,0
22,58360,7724,50636
23,56159,56159,0
24,56324,56324,0
