NAME,TotalPopulation,1,2
1,51357,0,51357
2,44412,0,44412
3,54146,0,54146
4,47741,0,47741
5,52666,0,52666
6,59033,0,59033
7,53656,0,53656
8,71377,0,71377
9,49245,49236,9
10,54827,54824,2
11,60669,60660,8
12,44689,44689,0
13,52679,52676,3
14,57951,57944,6
15,93327,93327,0
16,55849,55837,12
17,54471,35868,18603
18,54620,37726,16894
19,47930,47000,930
20,56865,56865,0
21,52050,36606,15444
22,51037,0,51037
23,86248,3206,83042
24,61142,7,61134
25,54030,21299,32731
