NAME,TotalPopulation,1,2,3,4,5,6,7,8,9,10,11,12,13,14
92,91289,0,0,0,0,0,0,0,0,0,0,0,0,0,91289
93,89213,0,0,0,0,89213,0,0,0,0,0,0,0,0,0
94,93066,0,0,0,0,55794,0,0,0,0,37272,0,0,0,0
95,74054,0,0,0,0,0,0,0,3,0,74048,0,2,0,0
96,87061,0,0,0,0,0,0,0,0,0,87061,0,0,0,0
97,84581,0,0,0,0,0,0,0,0,0,84570,0,10,0,0
98,78550,0,0,0,0,0,0,0,0,0,11,0,78538,0,0
99,80604,0,0,0,0,0,0,0,0,0,0,0,80179,0,424
100,88325,0,0,0,0,0,0,0,0,0,0,0,42954,0,45370
101,83546,0,0,0,0,0,0,0,0,0,0,0,59424,0,24121
102,85357,0,0,0,0,0,0,0,0,0,0,0,29608,0,55749
103,92563,0,0,0,0,0,0,0,21,0,0,0,13381,0,79159
104,82891,0,0,0,0,0,0,0,0,0,0,0,0,0,82891
105,85443,0,0,0,0,0,0,0,35,0,0,0,0,0,85407
106,78857,0,0,0,0,0,0,0,0,0,0,0,78857,0,0
107,81475,0,0,0,0,0,0,0,0,0,0,0,81465,0,9
108,81348,0,0,0,0,0,0,0,0,0,1643,0,32,0,79672
109,82654,0,0,0,0,0,0,0,0,0,1,0,0,0,82653
110,93205,0,0,0,0,0,0,0,0,0,66763,0,0,0,26441
111,89242,0,0,0,0,0,0,0,0,0,87759,1482,0,0,0
112,84210,0,0,0,0,0,0,0,2,0,0,0,84207,0,0
113,94781,0,0,0,0,0,0,0,0,0,21445,73336,0,0,0
114,89195,0,0,0,0,0,0,0,0,0,0,89195,0,0,0
115,83866,0,0,0,0,0,0,0,0,0,0,83866,0,0,0
116,86505,0,0,0,0,0,0,0,0,0,0,86505,0,0,0
117,90518,0,0,0,0,0,0,0,0,0,0,90518,0,0,0
118,83463,0,0,0,0,0,0,0,0,0,0,83463,0,0,0
119,91718,0,0,0,0,0,0,0,0,0,0,91718,0,0,0
120,83237,0,0,0,0,0,0,0,0,0,0,83237,0,0,0
