NAME,TotalPopulation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
79,59713,0,0,0,0,0,0,0,0,0,0,0,0,59713,0,0,0,0
80,66074,0,0,0,0,0,0,0,0,0,0,0,0,66074,0,0,0,0
81,68269,0,0,0,0,0,0,0,0,0,0,0,0,68269,0,0,0,0
82,65199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65199,0,0
83,65673,0,0,0,0,0,0,0,0,40710,0,0,0,0,0,24963,0,0
84,64694,0,0,0,0,0,0,0,0,34004,0,0,0,0,0,30689,0,0
85,68112,0,0,0,0,0,0,0,0,21,0,0,0,17937,0,50153,0,0
86,64969,0,0,0,0,0,0,0,0,0,19,0,0,64949,0,0,0,0
87,58426,0,0,0,0,0,0,0,0,0,58423,0,0,2,0,0,0,0
88,63387,0,0,0,0,0,0,0,0,0,63386,0,0,0,0,0,0,0
89,64223,0,0,0,0,0,0,0,0,0,0,0,0,64223,0,0,0,0
90,64798,0,0,0,0,0,0,0,0,0,0,0,0,64798,0,0,0,0
91,65023,0,0,0,0,0,0,0,0,0,0,0,0,65023,0,0,0,0
92,66545,0,0,0,0,0,0,0,0,0,66538,2,0,3,0,0,0,0
93,61354,0,0,0,0,0,0,0,0,0,18,61336,0,0,0,0,0,0
94,60940,0,0,0,0,0,0,0,0,0,11750,49190,0,0,0,0,0,0
95,62142,0,0,0,0,0,0,0,0,0,62123,18,0,0,0,0,0,0
96,56825,0,0,0,0,0,0,0,0,0,0,56825,0,0,0,0,0,0
97,65696,0,0,0,0,0,0,0,0,0,0,65696,0,0,0,0,0,0
98,64508,0,0,0,0,0,0,0,0,10970,9,53528,0,0,0,0,0,0
99,66703,0,0,0,0,0,19173,0,0,9,0,47520,0,0,0,0,0,0
100,63557,0,0,0,0,0,16,0,0,0,0,63541,0,0,0,0,0,0
101,62695,0,0,0,0,0,0,0,0,62694,0,0,0,0,0,0,0,0
102,65002,0,0,0,0,0,0,0,0,64997,4,0,0,0,0,0,0,0
103,65112,0,0,0,0,0,0,0,0,0,65111,0,0,0,0,0,0,0
104,59878,0,0,0,0,0,0,0,0,0,59878,0,0,0,0,0,0,0
105,57441,0,0,0,0,0,0,0,0,0,57440,0,0,0,0,0,0,0
106,66073,0,0,0,0,0,0,0,0,5,66063,4,0,0,0,0,0,0
107,68329,0,0,0,0,0,0,0,0,68314,3,0,0,0,0,11,0,0
108,64485,0,0,0,0,0,0,0,0,64459,0,0,0,0,0,26,0,0
109,66258,0,0,0,0,0,0,0,0,66258,0,0,0,0,0,0,0,0
110,65989,0,0,0,0,0,0,0,9,65980,0,0,0,0,0,0,0,0
111,66882,0,0,0,0,0,0,0,25545,41337,0,0,0,0,0,0,0,0
112,61210,0,0,0,0,0,0,0,61210,0,0,0,0,0,0,0,0,0
113,59353,0,0,0,0,0,0,0,59353,0,0,0,0,0,0,0,0,0
114,64325,0,0,0,0,0,0,0,64324,0,0,0,0,0,0,0,0,0
115,63137,0,0,0,0,0,0,0,63137,0,0,0,0,0,0,0,0,0
116,59623,0,0,0,0,0,0,1,38728,20894,0,0,0,0,0,0,0,0
117,63974,0,0,0,0,0,0,6,20490,43477,0,0,0,0,0,0,0,0
118,60709,0,0,0,0,0,0,0,60709,0,0,0,0,0,0,0,0,0
119,60885,0,0,0,0,0,0,0,58749,2135,0,0,0,0,0,0,0,0
120,62173,0,0,0,0,0,0,0,62074,98,0,0,0,0,0,0,0,0
121,57909,0,0,0,0,0,0,1,57907,0,0,0,0,0,0,0,0,0
122,63940,0,0,0,0,0,0,63926,12,0,0,0,0,0,0,0,0,0
123,66013,0,0,0,0,0,0,0,0,66013,0,0,0,0,0,0,0,0
124,66805,0,0,0,15347,0,0,1,0,51456,0,0,0,0,0,0,0,0
125,63025,0,0,0,0,0,0,0,0,3,63012,0,0,9,0,0,0,0
126,64263,0,0,0,24020,0,40242,0,0,0,0,0,0,0,0,0,0,0
127,54841,0,0,0,0,0,54841,0,0,0,0,0,0,0,0,0,0,0
128,63195,0,0,0,17222,0,45973,0,0,0,0,0,0,0,0,0,0,0
129,52967,0,0,0,10,0,52954,0,0,2,0,0,0,0,0,0,0,0
130,63227,0,0,0,63223,0,1,0,0,1,0,0,0,0,0,0,0,0
131,63828,23456,0,0,102,0,0,40269,0,0,0,0,0,0,0,0,0,0
132,57346,0,0,0,0,0,0,57346,0,0,0,0,0,0,0,0,0,0
133,63361,0,0,0,0,0,0,63361,0,0,0,0,0,0,0,0,0,0
134,59985,0,0,0,0,0,0,59985,0,0,0,0,0,0,0,0,0,0
135,64833,0,0,0,0,0,0,64833,0,0,0,0,0,0,0,0,0,0
136,60660,1,0,0,0,0,0,60658,0,0,0,0,0,0,0,0,0,0
137,60424,0,0,0,0,0,0,60424,0,0,0,0,0,0,0,0,0,0
138,66627,0,0,0,0,0,0,66626,1,0,0,0,0,0,0,0,0,0
139,62186,0,0,0,0,0,0,0,62186,0,0,0,0,0,0,0,0,0
140,59133,59133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,63419,63419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,62951,62947,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,62480,62480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,62206,62205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,60926,60924,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
146,62401,0,0,0,62351,0,49,0,0,0,0,0,0,0,0,0,0,0
147,65188,9386,0,0,55802,0,0,0,0,0,0,0,0,0,0,0,0,0
148,58486,0,0,29,38667,19790,0,0,0,0,0,0,0,0,0,0,0,0
149,57774,0,0,0,7345,50418,10,0,0,0,0,0,0,0,0,0,0,0
150,64152,0,0,0,64093,11,46,0,0,0,0,0,0,0,0,0,0,0
151,62616,38439,0,0,24177,0,0,0,0,0,0,0,0,0,0,0,0,0
152,57044,3,7,0,57034,0,0,0,0,0,0,0,0,0,0,0,0,0
153,61023,0,18,0,61005,0,0,0,0,0,0,0,0,0,0,0,0,0
154,61227,0,36,8,61181,0,0,0,0,0,0,0,0,0,0,0,0,0
155,61347,0,0,0,0,0,61347,0,0,0,0,0,0,0,0,0,0,0
156,67549,0,0,0,0,0,67549,0,0,0,0,0,0,0,0,0,0,0
157,59939,0,0,0,19,9,59909,0,0,0,0,0,0,0,0,0,0,0
158,61407,0,0,0,0,0,61407,0,0,0,0,0,0,0,0,0,0,0
159,63193,0,0,0,0,63193,0,0,0,0,0,0,0,0,0,0,0,0
160,62816,0,0,0,0,40978,21838,0,0,0,0,0,0,0,0,0,0,0
161,64086,0,0,0,0,64086,0,0,0,0,0,0,0,0,0,0,0,0
162,64012,0,0,0,0,64012,0,0,0,0,0,0,0,0,0,0,0,0
163,64310,0,0,0,0,64310,0,0,0,0,0,0,0,0,0,0,0,0
164,58385,0,0,184,0,58200,0,0,0,0,0,0,0,0,0,0,0,0
165,61479,0,0,0,0,61479,0,0,0,0,0,0,0,0,0,0,0,0
166,60398,0,0,0,0,60397,0,0,0,0,0,0,0,0,0,0,0,0
167,56798,0,0,0,0,0,56798,0,0,0,0,0,0,0,0,0,0,0
168,57881,0,0,0,1,57876,3,0,0,0,0,0,0,0,0,0,0,0
169,63633,0,0,0,0,0,0,0,0,0,0,63631,0,1,0,0,0,0
170,59624,116,59502,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
171,64928,0,0,0,0,0,0,0,0,0,0,0,0,33947,0,30981,0,0
172,63966,0,63944,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
173,59149,1,59148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,61721,13,61708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,54197,0,41243,12954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,64049,0,0,0,0,0,0,14650,49399,0,0,0,0,0,0,0,0,0
177,63383,0,63383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,64552,64551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,68143,0,68143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,62216,0,62216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,50177,0,33543,16634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,56812,0,9259,47553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,64249,0,0,0,0,0,0,64249,0,0,0,0,0,0,0,0,0,0
184,63366,0,176,52528,0,10661,0,0,0,0,0,0,0,0,0,0,0,0
185,62998,0,0,8746,0,54251,0,0,0,0,0,0,0,0,0,0,0,0
186,59988,0,0,56540,0,3448,0,0,0,0,0,0,0,0,0,0,0,0
187,67668,0,0,0,1,0,0,67666,0,0,0,0,0,0,0,0,0,0
188,60872,0,0,60871,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,59699,0,0,0,0,0,0,0,59699,0,0,0,0,0,0,0,0,0
190,62150,0,579,61570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,59870,0,0,23021,0,36848,0,0,0,0,0,0,0,0,0,0,0,0
192,64320,0,0,64252,0,67,0,0,0,0,0,0,0,0,0,0,0,0
193,63279,0,0,0,0,0,0,0,0,0,9877,10,0,53390,0,0,0,0
194,62722,0,0,62690,32,0,0,0,0,0,0,0,0,0,0,0,0,0
195,53666,0,610,53056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,63407,0,0,0,0,0,0,0,0,0,43900,19496,0,10,0,0,0,0
197,65054,0,64441,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,64285,0,39092,25191,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,62190,0,0,0,0,0,0,0,0,0,50816,0,0,11373,0,0,0,0
200,65423,0,0,65422,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,68525,0,207,68317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,62594,0,62594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,70870,0,70836,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
