NAME,TotalPopulation,1,2,3,4,5,6,7,8
143,40144,0,0,8456,0,0,0,0,31686
144,43104,0,0,14143,0,0,0,0,28960
145,37414,0,0,0,0,0,0,0,37414
146,41469,0,0,0,0,0,0,0,41469
147,35205,0,0,0,0,0,0,0,35205
148,38158,0,0,0,0,0,0,0,38158
149,37595,0,0,0,0,0,0,0,37595
150,44400,0,0,0,0,0,0,0,44400
151,39311,0,0,0,0,0,0,0,39311
152,34494,0,0,0,0,0,0,0,34494
153,41030,0,0,0,0,0,0,0,41030
154,37399,0,0,0,0,0,0,0,37399
155,42412,0,0,0,0,0,0,24518,17894
156,35367,0,0,0,0,0,0,35367,0
157,38123,0,0,0,0,0,0,38123,0
158,39261,0,0,0,0,0,0,39261,0
159,42572,0,0,0,0,0,0,42572,0
160,34719,0,0,0,0,0,0,34719,0
161,32884,0,0,0,0,0,0,32884,0
162,41239,0,0,0,0,0,0,41239,0
163,37019,0,0,0,0,0,0,37019,0
