candidate_id,state_abbreviation,congressional_district,candidate_party,voteshare,final_voteshare,state_abbreviation,congressional_district,race_total_for,race_total_against,race_total_cands,disbursement,ind_support,ind_oppose,party_expenditures,candidate_diff_spend,result_vs_forecast
"H8NV03275","NV",3,"Republican",44.59,42.8,"NV",3,5672455.0,8766403.0,2,445211.0,19780.0,3465529.0,0,0.39932971153258795,-1.7900000000000063
"H6IL18088","IL",18,"Republican",66.44,67.2,"IL",18,979056.0,862.0,2,257876.0,0.0,0.0,0,0.2640404605283299,0.7600000000000051
"H6FL09179","FL",9,"Democrat",64.59,58.0,"FL",9,3372670.0,30000.0,2,540628.0,1890439.0,30000.0,0,0.7144586457105744,-6.590000000000003
"H8NJ12108","NJ",12,"Republican",28.78,31.3,"NJ",12,769653.0,0.0,2,17746.0,0.0,0.0,0,2.3057143933694794e-2,2.5199999999999996
"H4VA07143","VA",7,"Republican",49.56,48.4,"VA",7,1.0251363e7,9098463.0,3,1308287.0,1504843.0,5600171.0,0,0.23577865764787756,-1.1600000000000037
"H6MN07304","MN",7,"Republican",44.26,47.9,"MN",7,1700051.0,862.0,2,116463.0,43000.0,0.0,0,9.425820133069711e-2,3.6400000000000006
"H8AZ04140","AZ",4,"Democrat",32.25,30.5,"AZ",4,726506.0,862.0,3,189690.0,4093.0,0.0,396,0.2675537004652391,-1.75
"H8NC10097","NC",10,"Democrat",38.26,40.7,"NC",10,3747636.0,862.0,2,56516.0,0.0,0.0,0,1.5306930936070927e-2,2.440000000000005
"H8GA13035","GA",13,"Republican",27.52,23.8,"GA",13,1213626.0,0.0,2,8312.0,0.0,0.0,0,6.848897436277733e-3,-3.719999999999999
"H0RI01073","RI",1,"Democrat",71.15,66.9,"RI",1,1763292.0,0.0,2,414821.0,46.0,0.0,0,0.23527980618071198,-4.25
"H8FL19067","FL",19,"Democrat",39.24,37.7,"FL",19,1900005.0,0.0,2,257246.0,10.0,0.0,0,0.13539753842753047,-1.5399999999999991
"H2OH14064","OH",14,"Republican",53.88,55.2,"OH",14,4585566.0,91812.0,2,965463.0,394926.0,0.0,0,0.3104733036329328,1.3200000000000003
"H2TN07103","TN",8,"Republican",67.2,67.7,"TN",8,1690840.0,862.0,3,292542.0,1616.0,0.0,0,0.17413764362754197,0.5
"H6IA02146","IA",2,"Democrat",58.58,54.8,"IA",2,2587558.0,0.0,2,1039355.0,2966.0,0.0,0,0.4028203425778282,-3.780000000000001
"H0WV01072","WV",1,"Republican",63.63,64.6,"WV",1,2115222.0,1046.0,2,353795.0,1008234.0,0.0,0,0.6440937537211733,0.9699999999999918
"H8IL02120","IL",2,"Republican",18.74,18.9,"IL",2,808942.0,0.0,2,0.0,0.0,0.0,0,0.0,0.16000000000000014
"H6NC04037","NC",4,"Democrat",73.99,72.3,"NC",4,972073.0,0.0,3,199868.0,104.0,0.0,0,0.2057170603442334,-1.6899999999999977
"H2NC07096","NC",7,"Republican",55.95,55.6,"NC",7,1538882.0,862.0,3,389352.0,0.0,0.0,0,0.25314792588897894,-0.3500000000000014
"H4AZ06045","AZ",6,"Republican",54.79,55.2,"AZ",6,2824311.0,4437.0,2,806840.0,30044.0,0.0,0,0.2974181510689535,0.4100000000000037
"H2GA13012","GA",13,"Democrat",72.48,76.2,"GA",13,1213626.0,0.0,2,291854.0,67.0,0.0,0,0.24053621132045622,3.719999999999999
"H8FL16055","FL",16,"Democrat",45.38,45.4,"FL",16,7216124.0,2005481.0,2,1914719.0,193529.0,123412.0,90000,0.4424736257950758,1.999999999999602e-2
"H8TX35026","TX",35,"Republican",28.6,26.0,"TX",35,462441.0,0.0,3,14799.0,0.0,0.0,0,3.200192024496098e-2,-2.6000000000000014
"H8PA02110","PA",2,"Republican",21.38,21.0,"PA",2,865593.0,73.0,2,0.0,0.0,0.0,0,8.432813579371259e-5,-0.379999999999999
"H8MD06168","MD",6,"Democrat",59.04,57.7,"MD",6,2.2746584e7,160000.0,2,4007392.0,10.0,160000.0,0,0.1749454218053639,-1.3399999999999963
"H2CA20094","CA",21,"Republican",52.62,49.6,"CA",21,5393811.0,1134886.0,2,1629120.0,12748.0,658028.0,94905,0.3390616841308457,-3.019999999999996
"H4IA03115","IA",3,"Republican",46.53,47.2,"IA",3,6034940.0,1.0201217e7,2,685737.0,181029.0,7616332.0,91999,0.21825669707431383,0.6700000000000017
"H8TN06128","TN",6,"Democrat",27.5,28.3,"TN",6,4891855.0,0.0,2,20670.0,0.0,0.0,0,4.225390981539723e-3,0.8000000000000007
"H8TX36024","TX",36,"Democrat",30.28,27.4,"TX",36,1622280.0,862.0,2,351261.0,36.0,0.0,0,0.21696130098290844,-2.8800000000000026
"H8MN03143","MN",3,"Other",51.05,55.7,"MN",3,1.4130482e7,1.1978383e7,2,3366972.0,2787272.0,5288279.0,0,0.49195351846968455,4.650000000000006
"H4MI12079","MI",12,"Democrat",68.87,68.1,"MI",12,1280523.0,0.0,2,224082.0,302.0,0.0,0,0.17522840276980578,-0.7700000000000102
"H8AZ08158","AZ",8,"Republican",55.08,55.5,"AZ",8,8794180.0,1150375.0,2,357469.0,320177.0,0.0,95000,0.19337426360455545,0.4200000000000017
"H8FL26039","FL",26,"Democrat",49.51,50.9,"FL",26,2.2148118e7,1.2405882e7,2,3076327.0,1.0659827e7,6478692.0,0,0.5690612953637785,1.3900000000000006
"H4FL20023","FL",23,"Democrat",64.96,58.5,"FL",23,2100042.0,0.0,2,308646.0,103.0,0.0,0,0.14702039292547484,-6.459999999999994
"H8NM01331","NM",1,"Democrat",57.97,59.1,"NM",1,2881909.0,38921.0,3,897574.0,20186.0,2.0,0,0.3208743747496431,1.1300000000000026
"H8IN05188","IN",5,"Democrat",40.41,43.2,"IN",5,1637271.0,862.0,2,73128.0,0.0,0.0,8000,5.0050881094514305e-2,2.7900000000000063
"H0WA03161","WA",10,"Democrat",64.88,61.5,"WA",10,1049662.0,0.0,2,388583.0,2025.0,0.0,0,0.3721274086324931,-3.3799999999999955
"H8PA11095","PA",9,"Democrat",39.44,40.3,"PA",9,3274221.0,89.0,2,716288.0,68.0,89.0,0,0.21878075075359388,0.8599999999999994
"H8VA05171","VA",5,"Republican",50.74,53.3,"VA",5,5442064.0,1052169.0,2,900391.0,520804.0,15873.0,95000,0.39303963993900437,2.559999999999995
"H2WA06129","WA",6,"Democrat",66.52,63.9,"WA",6,1296521.0,0.0,2,398012.0,3072.0,0.0,0,0.30935403283093754,-2.6199999999999974
"H8CA20059","CA",22,"Republican",56.94,52.7,"CA",22,1.7649893e7,970489.0,2,5281026.0,260.0,850490.0,0,0.29007380192307547,-4.239999999999995
"H6CO01141","CO",1,"Democrat",70.69,73.8,"CO",1,1342549.0,0.0,3,348930.0,36.0,0.0,0,0.2599279430396954,3.1099999999999994
"H8CA49082","CA",49,"Republican",46.63,43.6,"CA",49,1.0356707e7,5182048.0,2,1126930.0,20236.0,5164522.0,95000,8.106775607183458e-2,-3.030000000000001
"H8CO03192","CO",3,"Democrat",45.09,43.6,"CO",3,3156402.0,2162.0,2,909070.0,17997.0,0.0,0,0.2941935005907748,-1.490000000000002
"H8NV03036","NV",1,"Democrat",67.97,66.2,"NV",1,784107.0,0.0,2,241495.0,8437.0,0.0,0,0.31874731382324095,-1.769999999999996
"H8WA08205","WA",8,"Republican",49.43,47.6,"WA",8,1.5734732e7,1.5208284e7,2,3261810.0,126352.0,1.3642498e7,80666,0.16270598832382727,-1.8299999999999983
"H6NE02125","NE",2,"Republican",49.94,51.0,"NE",2,5183357.0,1249247.0,2,946889.0,494199.0,80167.0,95000,0.42054011097216615,1.0600000000000023
"H4VA08224","VA",8,"Democrat",75.71,76.3,"VA",8,1972001.0,0.0,2,305331.0,214.0,0.0,1418,0.15566067157166755,0.5900000000000034
"H6AK00045","AK",0,"Republican",51.97,53.3,"AK",0,3252773.0,3268.0,2,699293.0,0.0,2405.0,0,0.21503291881152603,1.3299999999999983
"H4NJ01084","NJ",1,"Democrat",67.06,64.4,"NJ",1,1354799.0,0.0,2,227541.0,104.0,0.0,0,0.16802861531489172,-2.6599999999999966
"H2NJ10154","NJ",10,"Democrat",83.38,87.6,"NJ",10,468780.0,0.0,2,66682.0,4150.0,0.0,0,0.15109859635649986,4.219999999999999
"H8FL27193","FL",27,"Democrat",56.07,51.8,"FL",27,6036376.0,4701366.0,3,2028273.0,587583.0,1994983.0,0,0.3696352082216168,-4.270000000000003
"H6CA05195","CA",6,"Democrat",78.4,80.4,"CA",6,1153282.0,0.0,2,255935.06,175.0,0.0,0,0.2220706297332309,2.0
"H2GA09150","GA",9,"Republican",78.27,79.5,"GA",9,822524.0,862.0,2,87699.0,0.0,0.0,0,0.10755708744137014,1.230000000000004
"H2CA02142","CA",1,"Republican",56.21,54.9,"CA",1,2261679.0,16326.0,2,803989.0,0.0,4591.0,0,0.3580870103445778,-1.3100000000000023
"H6CO05159","CO",5,"Republican",58.95,57.0,"CO",5,1087873.0,115607.0,2,41009.0,0.0,0.0,0,0.13013593910991458,-1.9500000000000028
"H8WA06100","WA",6,"Republican",33.48,36.1,"WA",6,1296521.0,0.0,2,31352.0,0.0,0.0,0,2.4181636857405316e-2,2.6200000000000045
"H8IL10115","IL",10,"Republican",33.29,34.4,"IL",10,3801934.0,0.0,2,54931.0,750.0,0.0,0,1.4645440978196885e-2,1.1099999999999994
"H8CA52052","CA",50,"Republican",55.56,51.8,"CA",50,5473947.0,164590.0,2,432933.0,10887.0,161339.0,0,7.928847500690339e-2,-3.760000000000005
"H8SD01055","SD",0,"Republican",56.23,60.3,"SD",0,2112626.0,102770.0,2,392820.0,57795.0,0.0,0,0.24979055663186175,4.07
"H6PA02171","PA",3,"Democrat",92.08,93.4,"PA",3,1410564.0,89.0,2,127361.0,1656.0,89.0,0,9.145906186709275e-2,1.3200000000000074
"H6OR03064","OR",3,"Democrat",82.75,72.7,"OR",3,1838730.0,0.0,2,503718.0,149.0,0.0,0,0.2740299010730232,-10.049999999999997
"H8HI01234","HI",1,"Democrat",69.23,73.1,"HI",1,109241.0,0.0,2,0.0,0.0,0.0,0,0.0,3.8699999999999903
"H6CO07023","CO",7,"Democrat",61.93,60.4,"CO",7,1918917.0,0.0,3,654662.0,67.0,0.0,75470,0.38052661996323967,-1.5300000000000011
"H2TX00015","TX",30,"Democrat",87.77,91.1,"TX",30,245659.0,0.0,2,49353.0,36.0,0.0,0,0.20104697975649172,3.3299999999999983
"H8NH01152","NH",1,"Republican",43.84,45.0,"NH",1,3295161.0,604142.0,3,415049.0,90479.0,604142.0,98279,0.15484998216347895,1.1599999999999966
"H8VA02111","VA",2,"Democrat",47.74,51.1,"VA",2,8839510.0,7959460.0,2,2083300.0,1440313.0,2483370.0,90000,0.5410869237816366,3.3599999999999994
"H6MD07160","MD",7,"Democrat",76.38,76.1,"MD",7,1081333.0,0.0,3,199791.0,103.0,0.0,0,0.18485887326105835,-0.28000000000000114
"H8NY12145","NY",12,"Republican",14.96,12.3,"NY",12,2538492.0,0.0,3,23569.0,0.0,0.0,0,9.284646160003655e-3,-2.66
"H4NY21079","NY",21,"Republican",56.24,56.7,"NY",21,3138950.0,862.0,3,842378.0,116896.0,0.0,0,0.30565683550480094,0.46000000000000085
"H8MI08102","MI",8,"Democrat",48.14,50.6,"MI",8,1.8140885e7,1.6076179e7,2,4542533.0,8238738.0,8861151.0,90000,0.5870257892377908,2.460000000000001
"H8CA16065","CA",16,"Unknown",37.6,42.5,"CA",16,3926033.0,98654.0,2,974646.0,0.0,0.0,0,0.2666791231218726,4.899999999999999
"H4MO05234","MO",5,"Democrat",62.92,61.7,"MO",5,837611.0,0.0,2,115967.0,36.0,0.0,0,0.1384926893271459,-1.2199999999999989
"H8TX27056","TX",27,"Democrat",36.43,36.6,"TX",27,1811492.0,0.0,2,72984.0,0.0,0.0,0,4.028944096910171e-2,0.1700000000000017
"H8NJ09138","NJ",9,"Republican",25.56,28.9,"NJ",9,1171555.0,0.0,2,0.0,0.0,0.0,0,0.0,3.34
"H2CA15094","CA",15,"Democrat",76.99,73.0,"CA",15,2337495.0,0.0,2,359715.0,103.0,0.0,0,0.15393316349339783,-3.989999999999995
"H8MN03077","MN",3,"Republican",48.95,44.3,"MN",3,1.4130482e7,1.1978383e7,2,3158497.0,752793.0,6368898.0,96000,0.36833370581218294,-4.650000000000006
"H6TN08250","TN",8,"Democrat",29.77,30.1,"TN",8,1690840.0,862.0,3,3095.0,0.0,0.0,0,2.0842914414004356e-3,0.33000000000000185
"H8WI09050","WI",5,"Republican",59.64,62.0,"WI",5,719907.0,59162.0,2,186152.0,0.0,58300.0,0,0.24004805736077292,2.3599999999999994
"H2TX27190","TX",34,"Democrat",67.84,60.0,"TX",34,908279.0,0.0,2,81332.0,36.0,0.0,0,8.958480819219646e-2,-7.840000000000003
"H8GA11062","GA",11,"Democrat",34.94,38.2,"GA",11,518350.0,862.0,2,8066.0,0.0,0.0,0,1.7195288244493578e-2,3.260000000000005
"H6FL19087","FL",19,"Republican",60.76,62.3,"FL",19,1900005.0,0.0,2,414065.0,550735.0,0.0,0,0.5077881373996385,1.5399999999999991
"H6NY20209","NY",20,"Republican",31.1,33.9,"NY",20,990618.0,0.0,2,0.0,0.0,0.0,0,0.0,2.799999999999997
"H8GA12078","GA",12,"Democrat",40.67,40.5,"GA",12,1197783.0,862.0,2,93493.0,0.0,0.0,0,7.871805246757797e-2,-0.1700000000000017
"H4OK06056","OK",3,"Republican",72.04,73.9,"OK",3,904088.0,862.0,2,137823.0,0.0,0.0,0,0.153251560859716,1.8599999999999994
"H8NC08083","NC",8,"Democrat",44.99,44.6,"NC",8,2560027.0,862.0,2,311271.0,949.0,0.0,0,0.12225520122113843,-0.39000000000000057
"H8NJ03073","NJ",6,"Democrat",68.12,63.6,"NJ",6,1565380.0,0.0,2,284191.0,5880.0,0.0,0,0.1853038878738709,-4.520000000000003
"H8OK03047","OK",3,"Democrat",27.96,26.1,"OK",3,904088.0,862.0,2,0.0,0.0,0.0,0,9.525388142991325e-4,-1.8599999999999994
"H6MI04113","MI",6,"Republican",52.86,50.2,"MI",6,5855778.0,2833737.0,2,1522126.0,1248711.0,2706702.0,0,0.3334906493630542,-2.6599999999999966
"H4AR02141","AR",2,"Republican",51.18,52.1,"AR",2,6321964.0,2362235.0,3,2463058.0,10954.0,1143828.0,0,0.3550374075951046,0.9200000000000017
"H4NC01046","NC",1,"Democrat",71.86,69.8,"NC",1,887816.0,0.0,2,207073.0,36.0,0.0,0,0.23327919298593403,-2.0600000000000023
"H4AL06098","AL",6,"Republican",66.56,69.2,"AL",6,1691558.0,862.0,2,812418.0,4021.0,0.0,0,0.48291854267853135,2.6400000000000006
"H8FL04085","FL",4,"Democrat",31.11,32.4,"FL",4,597893.0,862.0,2,33441.0,0.0,0.0,0,5.729054454660086e-2,1.2899999999999991
"H8FL13136","FL",13,"Republican",36.79,42.4,"FL",13,1776221.0,0.0,2,8579.0,0.0,0.0,0,4.829916997941134e-3,5.609999999999999
"H2NC13110","NC",2,"Republican",53.71,51.4,"NC",2,4478865.0,3832836.0,3,676781.0,14748.0,2611617.0,0,0.15666329912493243,-2.3100000000000023
"H8PA04090","PA",10,"Democrat",46.75,48.7,"PA",10,3664920.0,3011642.0,2,1008440.0,721487.0,2013762.0,90000,0.4220446091865844,1.9500000000000028
"H8VA11062","VA",11,"Democrat",67.2,71.2,"VA",11,1718179.0,0.0,3,308246.0,110.0,0.0,0,0.1794667493899064,4.0
"H8SC06107","SC",6,"Republican",25.58,28.3,"SC",6,2245635.0,0.0,3,333.0,0.0,0.0,0,1.4828767809550527e-4,2.7200000000000024
"H8CA39174","CA",39,"Democrat",49.67,51.6,"CA",39,1.6830629e7,9850755.0,2,5479184.0,841718.0,4862726.0,90000,0.42722412750403055,1.9299999999999997
"H8TX23121","TX",23,"Democrat",50.53,48.7,"TX",23,1.2436985e7,9080460.0,3,3324226.0,587392.0,4816162.0,90000,0.2850601918582806,-1.8299999999999983
"H4WI06048","WI",6,"Republican",53.57,55.5,"WI",6,4815283.0,378581.0,2,818112.0,1914.0,326787.0,0,0.16785576210697853,1.9299999999999997
"H8PA05071","PA",15,"Republican",70.5,67.8,"PA",15,1437777.0,862.0,2,377871.0,0.0,0.0,0,0.2632578430030049,-2.700000000000003
"H2NY06116","NY",6,"Democrat",83.72,90.8,"NY",6,1288693.0,0.0,2,247212.0,0.0,0.0,0,0.191831568884133,7.079999999999998
"H8CA34068","CA",32,"Democrat",82.0,68.8,"CA",32,259224.0,0.0,2,124879.15,103.0,0.0,0,0.4821395781254822,-13.200000000000003
"H8MT01182","MT",0,"Republican",51.07,50.9,"MT",0,1.4499649e7,1379419.0,3,2889429.0,69092.0,386946.0,0,0.21756676777251663,-0.1700000000000017
"H8WY01062","WY",0,"Democrat",29.68,29.8,"WY",0,774694.0,157142.0,2,21216.0,0.0,0.0,0,0.1914049253302083,0.120000000000001
"H8PA07192","PA",6,"Republican",41.49,41.1,"PA",6,3378142.0,89.0,2,142869.0,0.0,0.0,0,4.231741405487073e-2,-0.39000000000000057
"H8IN06129","IN",6,"Republican",62.71,63.8,"IN",6,2631106.0,0.0,3,557348.0,6763.0,0.0,4887,0.21625810590679356,1.0899999999999963
"H6MN04236","MN",4,"Republican",29.23,29.8,"MN",4,905452.0,8225.0,3,13711.0,5000.0,0.0,0,2.4979834230258614e-2,0.5700000000000003
"H8TX13163","TX",13,"Democrat",17.97,16.9,"TX",13,1620656.0,862.0,3,10685.0,0.0,0.0,0,6.855304720638315e-3,-1.0700000000000003
"H8AZ09040","AZ",9,"Democrat",60.34,61.1,"AZ",9,4533936.0,210938.0,2,1855310.0,5345.0,210938.0,396,0.39222348159297804,0.759999999999998
"H8FL17053","FL",17,"Republican",62.3,62.3,"FL",17,2439605.0,400000.0,2,253483.0,715942.0,0.0,0,0.4822589761604167,0.0
"H6OR02116","OR",2,"Republican",61.18,56.3,"OR",2,6557578.0,1228.0,3,1969371.0,117.0,0.0,0,0.3003750987603536,-4.880000000000003
"H6MI07223","MI",7,"Democrat",47.77,46.2,"MI",7,3710911.0,1983.0,2,1108994.0,164971.0,1101.0,95000,0.3689432017181207,-1.5700000000000003
"H6FL09070","FL",12,"Republican",58.1,58.1,"FL",12,2241273.0,862.0,3,690112.0,0.0,0.0,0,0.3079845771998564,0.0
"H8PA18199","PA",14,"Republican",59.29,57.9,"PA",14,1989438.0,0.0,2,409148.0,9058.0,0.0,0,0.21021313556893956,-1.3900000000000006
"H4WI04183","WI",4,"Democrat",74.85,75.7,"WI",4,943186.0,0.0,3,175397.08,3972.0,0.0,0,0.1901736030857116,0.8500000000000085
"H8MI11254","MI",11,"Democrat",49.89,51.8,"MI",11,1.1022847e7,6164426.0,2,2224483.0,5601253.0,1664180.0,90000,0.7223939481266167,1.9099999999999966
"H6GA04129","GA",4,"Democrat",74.49,78.8,"GA",4,456832.0,0.0,2,51985.0,103.0,0.0,0,0.11402003362286355,4.310000000000002
"H8KY02080","KY",2,"Democrat",35.34,31.1,"KY",2,1828333.0,862.0,3,45170.0,0.0,0.0,0,2.4929545510456785e-2,-4.240000000000002
"H8CA48035","CA",48,"Democrat",51.28,53.6,"CA",48,1.1057103e7,2.3263272e7,2,3769282.0,847392.0,3098587.0,0,0.7220596802919549,2.3200000000000003
"H0KY05015","KY",5,"Republican",73.44,78.9,"KY",5,1041369.0,862.0,2,210980.0,0.0,0.0,0,0.20325820283603155,5.460000000000008
"H8CT04214","CT",4,"Republican",35.4,39.1,"CT",4,1980065.0,0.0,2,276372.0,0.0,0.0,0,0.13957723610083508,3.700000000000003
"H8AR04130","AR",4,"Democrat",34.49,31.3,"AR",4,1476694.0,862.0,3,66891.05,0.0,0.0,0,4.556311232873746e-2,-3.1900000000000013
"H2TX23082","TX",28,"Democrat",80.2,84.4,"TX",28,1076771.0,862.0,2,179279.04,0.0,0.0,0,0.16716362620669561,4.200000000000003
"H8MO06092","MO",6,"Democrat",33.37,32.0,"MO",6,2149962.0,862.0,3,28402.0,0.0,0.0,0,1.3405559915641633e-2,-1.3699999999999974
"H8GA02087","GA",2,"Republican",35.15,40.4,"GA",2,1134186.0,862.0,2,6135.0,0.0,0.0,0,6.164497008056047e-3,5.25
"H8AZ08083","AZ",8,"Democrat",44.92,44.5,"AZ",8,8794180.0,1150375.0,2,1310159.0,162063.0,0.0,396,0.26376172689476807,-0.4200000000000017
"H8MN06096","MN",6,"Other",37.26,38.8,"MN",6,2273385.0,5862.0,2,45198.0,921.0,5000.0,0,2.0612509306801766e-2,1.5399999999999991
"H8MN05239","MN",5,"Other",80.27,78.2,"MN",5,810143.0,8225.0,2,497683.0,25267.0,8225.0,0,0.6390156995385939,-2.069999999999993
"H6CA46116","CA",46,"Democrat",72.14,69.1,"CA",46,728418.0,0.0,2,139691.0,36.0,0.0,0,0.1918225524355521,-3.0400000000000063
"H8OH05150","OH",5,"Democrat",36.55,35.1,"OH",5,1633498.0,1276.0,3,135728.0,138.0,0.0,0,8.350022694268443e-2,-1.4499999999999957
"H8IA04106","IA",4,"Democrat",42.69,47.0,"IA",4,2584600.0,979774.0,2,887979.0,127830.0,3655.0,0,0.5588437128090374,4.310000000000002
"H6MI01226","MI",1,"Republican",54.67,56.3,"MI",1,2548712.0,218062.0,2,607130.0,100928.0,217200.0,0,0.25622620423641396,1.6299999999999955
"H8CA12171","CA",14,"Democrat",82.92,79.2,"CA",14,1092378.0,0.0,2,309324.12,103.0,0.0,0,0.2832601169192349,-3.719999999999999
"H0IN02190","IN",2,"Republican",55.66,54.8,"IN",2,6722998.0,61794.0,2,1226787.0,18346.0,59982.0,1732,0.18404057191436377,-0.8599999999999994
"H6MO05189","MO",5,"Republican",33.3,35.6,"MO",5,837611.0,0.0,2,9932.0,4877.0,0.0,0,1.7680044794063116e-2,2.3000000000000043
"H8CT05245","CT",5,"Democrat",57.32,55.8,"CT",5,1015079.0,0.0,2,627277.0,162145.0,0.0,5580,0.7831922441504553,-1.5200000000000031
"H8KS04120","KS",4,"Democrat",43.46,40.2,"KS",4,1422534.0,155000.0,2,293070.0,16145.0,0.0,0,0.2942662408543968,-3.259999999999998
"H6KY01110","KY",1,"Republican",67.25,68.6,"KY",1,370292.0,862.0,2,104914.0,0.0,0.0,0,0.28499221347473014,1.3499999999999943
"H2SC02042","SC",6,"Democrat",71.48,70.2,"SC",6,2245635.0,0.0,3,437169.0,114.0,0.0,0,0.1947257679899004,-1.2800000000000011
"H4MA03022","MA",2,"Democrat",70.63,67.2,"MA",2,1144294.0,0.0,2,248578.0,104.0,0.0,0,0.21732352000447439,-3.4299999999999926
"H8NY18274","NY",18,"Republican",39.9,44.9,"NY",18,4470063.0,0.0,2,136227.0,0.0,0.0,0,3.0475409406981513e-2,5.0
"H8UT03402","UT",3,"Democrat",27.53,27.3,"UT",3,1638390.0,495554.0,2,5957.0,0.0,0.0,0,0.23501600791773355,-0.23000000000000043
"H8MO07223","MO",7,"Democrat",29.94,30.1,"MO",7,1492603.0,862.0,3,25922.0,0.0,0.0,0,1.764554241311313e-2,0.16000000000000014
"H8OR02161","OR",2,"Democrat",34.54,39.4,"OR",2,6557578.0,1228.0,3,738703.0,1056.0,0.0,8100,0.11411726463627679,4.859999999999999
"H6MD08457","MD",8,"Democrat",68.66,66.9,"MD",8,818474.0,0.0,3,73594.0,67.0,0.0,0,8.999797183539122e-2,-1.759999999999991
"H6TX24149","TX",24,"Democrat",42.02,47.5,"TX",24,1275696.0,862.0,2,43152.0,0.0,0.0,0,3.447865275216637e-2,5.479999999999997
"H8IL09067","IL",9,"Democrat",72.88,73.5,"IL",9,1466235.0,0.0,2,178299.0,36.0,0.0,0,0.12162784274007918,0.6200000000000045
"H8TX06183","TX",6,"Democrat",41.32,45.4,"TX",6,1279270.0,0.0,3,219504.0,5522.0,0.0,0,0.17590188154181682,4.079999999999998
"H4OH04046","OH",4,"Democrat",41.71,34.7,"OH",4,2151848.0,23387.0,2,379513.0,764.0,0.0,0,0.1855725933060106,-7.009999999999998
"H8NM01372","NM",1,"Republican",37.27,36.3,"NM",1,2881909.0,38921.0,3,196988.0,491.0,0.0,0,7.427323740169746e-2,-0.970000000000006
"H8ME02185","ME",2,"Democrat",47.88,45.5,"ME",2,8246077.0,1.5992812e7,2,3328653.0,1482548.0,5992813.0,90000,0.6147641502875812,-2.3800000000000026
"H2CA06259","CA",2,"Democrat",80.41,77.0,"CA",2,700909.0,0.0,2,84698.0,108.0,0.0,0,0.1209943088189765,-3.4099999999999966
"H8CO06229","CO",6,"Democrat",49.35,54.1,"CO",6,1.5074614e7,1.6736591e7,2,3446263.0,4900875.0,6736590.0,704,0.5767729641175177,4.75
"H8NY15155","NY",15,"Republican",5.14,4.0,"NY",15,225245.0,0.0,2,0.0,0.0,0.0,0,0.0,-1.1399999999999997
"H6MN02149","MN",2,"Republican",47.64,47.2,"MN",2,8093535.0,1.2618899e7,2,1419778.0,61944.0,7769483.0,0,0.30566846948069937,-0.4399999999999977
"H8OK02148","OK",2,"Democrat",31.03,30.1,"OK",2,1840091.0,862.0,2,49380.0,0.0,0.0,0,2.7291299669247395e-2,-0.9299999999999997
"H4MO08162","MO",8,"Republican",68.0,73.4,"MO",8,1854862.0,862.0,3,482928.0,305.0,0.0,0,0.2606335855978583,5.400000000000006
"H8NJ11217","NJ",11,"Republican",45.26,42.1,"NJ",11,1.2243833e7,2924887.0,2,779885.0,578934.0,2388422.0,95066,0.13121410376089743,-3.1599999999999966
"H8IN06152","IN",6,"Democrat",33.4,32.9,"IN",6,2631106.0,0.0,3,38246.0,0.0,0.0,0,1.4536092426530896e-2,-0.5
"H0CA19173","CA",10,"Republican",48.44,47.8,"CA",10,1.3414291e7,1.1592422e7,2,3479491.0,226671.0,5564472.0,0,0.38925995591663726,-0.6400000000000006
"H8VA11070","VA",11,"Republican",29.67,27.0,"VA",11,1718179.0,0.0,3,155348.0,0.0,0.0,0,9.041432819281343e-2,-2.6700000000000017
"H0SC03077","SC",3,"Republican",61.74,67.8,"SC",3,878744.0,862.0,3,187478.0,4023.0,0.0,0,0.21820224054860926,6.059999999999995
"H4NE01064","NE",1,"Republican",63.08,60.4,"NE",1,637561.0,862.0,2,167516.0,0.0,0.0,0,0.2637404980710281,-2.6799999999999997
"H6MI12264","MI",12,"Republican",27.72,28.9,"MI",12,1280523.0,0.0,2,0.0,0.0,0.0,0,0.0,1.1799999999999997
"H8NJ02166","NJ",2,"Democrat",53.84,52.9,"NJ",2,3681003.0,39917.0,2,1028451.0,1840148.0,0.0,0,0.7816658245810176,-0.9400000000000048
"H8WA01077","WA",1,"Republican",36.27,40.7,"WA",1,1419960.0,240.0,2,7272.0,0.0,0.0,0,5.289395859738065e-3,4.43
"H8TX11100","TX",11,"Democrat",19.57,18.4,"TX",11,3058714.0,862.0,3,26384.0,0.0,0.0,0,8.764286293264164e-3,-1.1700000000000017
"H8VA06195","VA",6,"Republican",38.57,40.2,"VA",6,669909.0,2470.0,2,0.0,314.0,0.0,0,4.140521937776165e-3,1.6300000000000026
"H8CT01145","CT",1,"Republican",30.58,35.2,"CT",1,1781055.0,0.0,2,0.0,0.0,0.0,0,0.0,4.6200000000000045
"H8VA10106","VA",10,"Democrat",52.96,56.2,"VA",10,1.2030725e7,1.810046e7,2,3049230.0,1219002.0,8776387.0,0,0.45110422972080255,3.240000000000002
"H8MN05213","MN",5,"Republican",19.73,21.8,"MN",5,810143.0,8225.0,2,15993.0,2500.0,0.0,6499,4.058931923046844e-2,2.0700000000000003
"H8FL01115","FL",1,"Democrat",30.83,32.9,"FL",1,1245917.0,19862.0,2,17615.0,0.0,0.0,0,2.9607854135674554e-2,2.0700000000000003
"H6NM03059","NM",3,"Republican",31.75,31.2,"NM",3,2168692.0,0.0,3,0.0,0.0,0.0,0,0.0,-0.5500000000000007
