candidate_id,state_abbreviation,congressional_district,candidate_party,voteshare,final_voteshare,state_abbreviation,congressional_district,race_total_for,race_total_against,race_total_cands,disbursement,ind_support,ind_oppose,party_expenditures,candidate_diff_spend,result_vs_forecast
"H6IA02161","IA",2,"Republican",37.98,42.6,"IA",2,2587558.0,0.0,2,328786.0,0.0,0.0,0,0.12706420493762846,4.6200000000000045
"H8GA03051","GA",3,"Democrat",33.15,34.5,"GA",3,1174218.0,862.0,2,19630.0,0.0,0.0,0,1.743881267658372e-2,1.3500000000000014
"H0TN03254","TN",3,"Republican",62.51,63.7,"TN",3,631500.0,862.0,2,124934.0,1435.0,0.0,0,0.20119962932624036,1.1900000000000048
"H8IA03124","IA",3,"Democrat",48.92,49.3,"IA",3,6034940.0,1.0201217e7,2,2714940.0,729526.0,2581163.0,90000,0.6870172541445614,0.37999999999999545
"H8AR02159","AR",2,"Democrat",45.92,45.8,"AR",2,6321964.0,2362235.0,3,1571019.0,24535.0,810291.0,90000,0.2834488246987431,-0.12000000000000455
"H4NY22051","NY",22,"Republican",48.35,49.6,"NY",22,7472771.0,1.8492185e7,2,1289593.0,290583.0,1.0472677e7,92150,0.373265951230574,1.25
"H6LA03148","LA",3,"Republican",42.14,55.7,"LA",3,1367182.0,862.0,7,196902.0,0.0,0.0,0,0.14403459732776625,13.560000000000002
"H8NV02095","NV",2,"Democrat",40.39,41.8,"NV",2,1167733.0,862.0,2,47637.0,20658.0,0.0,0,5.917961312516312e-2,1.4099999999999966
"H8TX32098","TX",32,"Democrat",45.22,52.3,"TX",32,1.0823385e7,1.7074358e7,3,2555265.0,841447.0,7074358.0,90000,0.3042078350209191,7.079999999999998
"H2MN07014","MN",7,"Democrat",55.74,52.1,"MN",7,1700051.0,862.0,2,1079188.0,1489.0,0.0,0,0.635857918658979,-3.6400000000000006
"H8PA18181","PA",17,"Democrat",55.61,56.3,"PA",17,1.4532631e7,1.1001863e7,2,2797375.0,197348.0,8307.0,0,0.5478189229048361,0.6899999999999977
"H8MO02208","MO",2,"Democrat",42.57,47.2,"MO",2,5345912.0,22280.0,2,902651.0,57693.0,1342.0,44660,0.191114997377143,4.630000000000003
"H8IN03076","IN",3,"Democrat",39.1,35.3,"IN",3,1941815.0,862.0,2,583603.0,0.0,0.0,116,0.30091518044430443,-3.8000000000000043
"H8IL17045","IL",7,"Republican",15.53,12.4,"IL",7,481120.0,0.0,2,0.0,0.0,0.0,0,0.0,-3.129999999999999
"H4WA07073","WA",7,"Republican",16.14,16.4,"WA",7,1760384.0,0.0,2,20368.0,0.0,0.0,0,1.1570202864829491e-2,0.259999999999998
"H8NV04059","NV",4,"Republican",42.38,43.7,"NV",4,8646970.0,9110245.0,2,538225.0,9359.0,3323010.0,34150,0.3586693634108727,1.3200000000000003
"H8ID01215","ID",1,"Democrat",30.74,30.8,"ID",1,1990745.0,0.0,2,10135.0,0.0,0.0,0,5.091058874943802e-3,6.0000000000002274e-2
"H8CA14185","CA",14,"Republican",17.08,20.8,"CA",14,1092378.0,0.0,2,0.0,0.0,0.0,0,0.0,3.7200000000000024
"H8NC05063","NC",5,"Democrat",41.98,42.8,"NC",5,2026249.0,3362.0,2,95849.0,27594.0,2500.0,0,6.124572639781712e-2,0.8200000000000003
"H4CA02098","CA",2,"Republican",19.59,23.0,"CA",2,700909.0,0.0,2,0.0,0.0,0.0,0,0.0,3.41
"H8TX02166","TX",2,"Unknown",54.7,52.8,"TX",2,5189994.0,1349915.0,2,433232.0,567779.0,0.0,0,0.3594738091921463,-1.9000000000000057
"H8PA15286","PA",4,"Republican",36.92,36.5,"PA",4,2177499.0,200089.0,2,258115.0,0.0,0.0,0,0.1927179982402334,-0.4200000000000017
"H8NY03151","NY",3,"Republican",38.13,41.6,"NY",3,1674385.0,0.0,2,183753.0,0.0,0.0,0,0.10974357749263162,3.469999999999999
"H8MN01279","MN",1,"Other",50.34,49.8,"MN",1,1.0761619e7,1.5487238e7,2,2312380.0,6276288.0,9298947.0,89445,0.5663638611006948,-0.5400000000000063
"H8WI06098","WI",6,"Democrat",46.43,44.5,"WI",6,4815283.0,378581.0,2,2673740.0,62143.0,50932.0,15000,0.5927247998792421,-1.9299999999999997
"H8NC09123","NC",9,"Democrat",48.69,48.8,"NC",9,5605019.0,2968605.0,3,3564546.0,479538.0,2968604.0,90000,0.48218635433510965,0.10999999999999943
"H8PA10147","PA",9,"Republican",60.56,59.7,"PA",9,3274221.0,89.0,2,480071.0,89.0,0.0,42518,0.15965714913981877,-0.8599999999999994
"H4WA04104","WA",4,"Republican",61.41,62.8,"WA",4,1488284.0,5477.0,2,374897.0,0.0,886.0,0,0.25404867311437374,1.3900000000000006
"H8CT02101","CT",2,"Republican",32.67,35.5,"CT",2,967360.0,0.0,2,0.0,0.0,0.0,0,0.0,2.8299999999999983
"H8TX05086","TX",5,"Democrat",35.81,37.6,"TX",5,1467718.0,1071772.0,2,11554.0,0.0,0.0,0,0.4265919535024749,1.7899999999999991
"H8NY24090","NY",24,"Democrat",47.79,46.9,"NY",24,4924073.0,4760879.0,2,1313058.0,94212.0,1154524.0,22500,0.5199948332216825,-0.8900000000000006
"H8FL11130","FL",11,"Democrat",35.4,34.8,"FL",11,525045.0,862.0,2,28261.0,0.0,0.0,0,5.537671109150477e-2,-0.6000000000000014
"H8CA42061","CA",48,"Republican",48.72,46.4,"CA",48,1.1057103e7,2.3263272e7,2,1146478.0,205838.0,1.4399707e7,95000,0.3004303128972221,-2.3200000000000003
"H6NY11174","NY",11,"Republican",51.82,46.8,"NY",11,7864320.0,393487.0,3,628847.0,53084.0,393486.0,0,8.258021772608636e-2,-5.020000000000003
"H2MI05119","MI",5,"Democrat",64.56,59.5,"MI",5,1054022.0,0.0,2,222488.0,715.0,0.0,0,0.21176313207883707,-5.060000000000002
"H4IL03077","IL",3,"Democrat",68.26,73.8,"IL",3,2723599.0,3067754.0,2,118778.0,0.0,0.0,0,0.5502223746333542,5.539999999999992
"H0FL08208","FL",11,"Republican",64.6,65.2,"FL",11,525045.0,862.0,2,68110.0,0.0,0.0,0,0.13114866316668156,0.6000000000000085
"H8TN03208","TN",3,"Democrat",34.48,34.5,"TN",3,631500.0,862.0,2,64777.0,2164.0,0.0,0,0.10722181282240235,2.0000000000003126e-2
"H8AL06099","AL",6,"Democrat",33.44,30.8,"AL",6,1691558.0,862.0,2,124696.0,0.0,0.0,0,7.418844022169438e-2,-2.639999999999997
"H4IL07037","IL",7,"Democrat",84.47,87.6,"IL",7,481120.0,0.0,2,108394.0,36.0,0.0,0,0.22536997006983706,3.1299999999999955
"H8OH12297","OH",12,"Democrat",48.68,47.2,"OH",12,1.3648075e7,8481283.0,3,4557955.0,570298.0,1438418.0,96000,0.39520737565003017,-1.4799999999999969
