Year,Group,Population,Citizen,Registered,RegisteredPct,NotRegistered,NotRegisteredPct,NoResponeToRegistration,NoResponseToRegistrationPct,Voted,VotedPct,NotVoted,NotVotedPct,NoResponseVoted,NoResponseVotedPct,RegisteredPctOfAll,VotedPctOfAll
2016,F45To64BA,9175,8735,7220,82.7,371,4.3,1143,13.1,6860,78.5,732,8.4,1143,13.1,78.7,74.8
2016,F45To64AD,5089,4909,4145,84.5,173,3.5,590,12.0,3948,80.4,353,7.2,608,12.4,81.5,77.6
2016,M65To74L9,640,509,323,63.6,132,25.9,54,10.5,239,47.1,205,40.3,64,12.6,50.5,37.4
2016,M65To74L12,817,758,419,55.3,193,25.5,146,19.2,349,46.0,273,36.0,136,18.0,51.3,42.7
2016,M65To74HS,3643,3556,2617,73.6,510,14.3,429,12.1,2296,64.6,827,23.3,433,12.2,71.8,63.0
2016,M65To74SC,3386,3366,2706,80.4,250,7.4,409,12.2,2544,75.6,424,12.6,397,11.8,79.9,75.1
2016,M65To74BA,2781,2706,2327,86.0,83,3.1,295,10.9,2257,83.4,155,5.7,294,10.9,83.7,81.2
2016,M65To74AD,2162,2123,1851,87.2,43,2.0,229,10.8,1788,84.2,120,5.6,216,10.2,85.6,82.7
2016,F65To74L9,835,627,328,52.4,188,30.0,110,17.6,264,42.1,260,41.4,103,16.5,39.3,31.6
2016,F65To74L12,1044,985,614,62.4,221,22.4,150,15.2,503,51.0,333,33.8,150,15.2,58.9,48.1
2016,F65To74HS,4834,4715,3517,74.6,593,12.6,606,12.8,3124,66.3,1004,21.3,587,12.5,72.7,64.6
2016,F65To74SC,4178,4091,3409,83.3,201,4.9,481,11.8,3212,78.5,398,9.7,480,11.7,81.6,76.9
2016,F65To74BA,2581,2515,2102,83.6,73,2.9,341,13.5,2014,80.1,161,6.4,341,13.6,81.4,78.0
2016,F65To74AD,1933,1888,1692,89.6,15,0.8,181,9.6,1629,86.3,81,4.3,179,9.5,87.5,84.3
2016,M75AndOverL9,867,747,429,57.4,202,27.1,116,15.5,339,45.3,301,40.3,107,14.4,49.5,39.1
2016,M75AndOverL12,684,661,491,74.3,94,14.2,76,11.5,415,62.7,185,28.0,61,9.3,71.8,60.6
2016,M75AndOverHS,2612,2553,1997,78.2,236,9.3,319,12.5,1763,69.1,473,18.5,317,12.4,76.5,67.5
2016,M75AndOverSC,1535,1522,1231,80.9,92,6.0,199,13.1,1138,74.8,183,12.0,201,13.2,80.2,74.2
2016,M75AndOverBA,1464,1434,1231,85.8,47,3.3,156,10.9,1154,80.4,118,8.2,163,11.3,84.1,78.8
2016,M75AndOverAD,1170,1141,990,86.7,20,1.8,131,11.5,963,84.4,51,4.5,127,11.2,84.6,82.3
2016,F75AndOverL9,1102,917,467,51.0,303,33.0,147,16.0,328,35.8,450,49.1,138,15.1,42.4,29.8
2016,F75AndOverL12,1060,1013,683,67.4,184,18.2,146,14.4,534,52.7,339,33.4,141,13.9,64.5,50.4
2016,F75AndOverHS,4490,4375,3307,75.6,522,11.9,547,12.5,2818,64.4,1049,24.0,508,11.6,73.6,62.8
2016,F75AndOverSC,2588,2543,2097,82.5,136,5.3,310,12.2,1909,75.0,341,13.4,293,11.5,81.0,73.7
2016,F75AndOverBA,1452,1436,1141,79.5,78,5.4,217,15.1,1078,75.1,145,10.1,213,14.8,78.6,74.3
2016,F75AndOverAD,827,811,695,85.7,26,3.2,91,11.2,656,80.9,68,8.4,87,10.7,84.0,79.4
2018,M18To24L9,180,142,8,5.3,58,41.2,76,53.5,1,0.4,62,43.8,79,55.8,4.2,0.3
2018,M18To24L12,2016,1833,465,25.4,737,40.2,630,34.4,272,14.9,960,52.4,600,32.7,23.1,13.5
2018,M18To24HS,5210,4802,1912,39.8,1578,32.9,1312,27.3,1067,22.2,2591,53.9,1145,23.8,36.7,20.5
2018,M18To24SC,5619,5318,3030,57.0,1075,20.2,1212,22.8,1940,36.5,2203,41.4,1175,22.1,53.9,34.5
2018,M18To24BA,1412,1320,865,65.5,162,12.3,293,22.2,671,50.8,334,25.3,315,23.9,61.2,47.5
2018,M18To24AD,99,90,63,69.8,1,1.0,26,29.1,28,31.1,36,39.8,26,29.1,63.3,28.2
2018,F18To24L9,127,94,1,1.4,43,46.0,49,52.5,-,-,46,49.4,47,50.6,1.1,0.0
2018,F18To24L12,1531,1357,342,25.2,556,41.0,460,33.9,226,16.6,718,52.9,413,30.4,22.3,14.8
2018,F18To24HS,4216,3933,1591,40.5,1323,33.6,1018,25.9,997,25.3,2001,50.9,935,23.8,37.7,23.6
2018,F18To24SC,6427,6110,3700,60.6,1181,19.3,1228,20.1,2537,41.5,2332,38.2,1241,20.3,57.6,39.5
2018,F18To24BA,1926,1771,1165,65.8,195,11.0,411,23.2,920,51.9,456,25.7,395,22.3,60.5,47.7
2018,F18To24AD,228,182,99,54.2,35,19.3,48,26.5,69,37.6,64,35.0,50,27.4,43.3,30.0
2018,M25To44L9,1431,446,80,17.9,232,52.1,134,30.1,36,8.1,284,63.6,126,28.3,5.6,2.5
2018,M25To44L12,2407,1691,584,34.5,658,38.9,448,26.5,268,15.9,1006,59.5,417,24.7,24.3,11.1
2018,M25To44HS,12060,10618,5049,47.6,3089,29.1,2480,23.4,2990,28.2,5289,49.8,2339,22.0,41.9,24.8
2018,M25To44SC,10958,10304,6496,63.0,1849,17.9,1959,19.0,4433,43.0,4017,39.0,1853,18.0,59.3,40.5
2018,M25To44BA,10543,9623,6799,70.7,1103,11.5,1721,17.9,5687,59.1,2217,23.0,1719,17.9,64.5,53.9
2018,M25To44AD,4961,4001,3114,77.8,302,7.5,585,14.6,2664,66.6,761,19.0,577,14.4,62.8,53.7
2018,F25To44L9,1028,379,77,20.2,172,45.3,131,34.5,28,7.5,231,60.9,120,31.6,7.4,2.8
2018,F25To44L12,2230,1582,666,42.1,546,34.5,370,23.4,327,20.7,896,56.7,359,22.7,29.8,14.7
2018,F25To44HS,9711,8394,4168,49.6,2101,25.0,2126,25.3,2712,32.3,3708,44.2,1974,23.5,42.9,27.9
2018,F25To44SC,11700,11041,7127,64.5,1848,16.7,2067,18.7,4990,45.2,4045,36.6,2007,18.2,60.9,42.6
2018,F25To44BA,11823,10733,7893,73.5,936,8.7,1905,17.7,6409,59.7,2426,22.6,1898,17.7,66.8,54.2
2018,F25To44AD,6700,5873,4674,79.6,351,6.0,848,14.4,4044,68.9,982,16.7,847,14.4,69.8,60.4
2018,M45To64L9,1657,818,341,41.7,327,40.0,150,18.3,215,26.3,475,58.1,128,15.6,20.6,13.0
2018,M45To64L12,2549,2124,1006,47.4,682,32.1,436,20.5,675,31.8,1049,49.4,400,18.8,39.5,26.5
2018,M45To64HS,12409,11572,7029,60.7,2181,18.9,2362,20.4,5249,45.4,4067,35.1,2256,19.5,56.6,42.3
2018,M45To64SC,10101,9780,7252,74.1,946,9.7,1582,16.2,6015,61.5,2221,22.7,1545,15.8,71.8,59.5
2018,M45To64BA,8480,8144,6436,79.0,507,6.2,1201,14.7,5781,71.0,1155,14.2,1208,14.8,75.9,68.2
2018,M45To64AD,5195,4935,4084,82.7,182,3.7,670,13.6,3739,75.8,529,10.7,667,13.5,78.6,72.0
2018,F45To64L9,1553,809,310,38.3,330,40.8,169,20.9,202,24.9,459,56.8,148,18.3,19.9,13.0
2018,F45To64L12,2407,1970,967,49.1,636,32.3,368,18.7,593,30.1,1041,52.8,337,17.1,40.2,24.6
2018,F45To64HS,11600,10747,6928,64.5,1728,16.1,2091,19.5,5453,50.7,3280,30.5,2014,18.7,59.7,47.0
2018,F45To64SC,11821,11395,8694,76.3,964,8.5,1737,15.2,7150,62.7,2521,22.1,1724,15.1,73.5,60.5
2018,F45To64BA,9796,9341,7428,79.5,496,5.3,1417,15.2,6612,70.8,1332,14.3,1397,15.0,75.8,67.5
2018,F45To64AD,5707,5449,4559,83.7,171,3.1,719,13.2,4145,76.1,576,10.6,728,13.4,79.9,72.6
2018,M65To74L9,603,460,216,46.8,150,32.6,95,20.6,144,31.4,229,49.8,87,18.8,35.8,24.0
2018,M65To74L12,839,771,448,58.1,196,25.5,127,16.4,341,44.2,314,40.7,116,15.1,53.4,40.6
2018,M65To74HS,3997,3857,2646,68.6,552,14.3,659,17.1,2249,58.3,1000,25.9,609,15.8,66.2,56.3
2018,M65To74SC,3608,3540,2850,80.5,292,8.3,398,11.2,2635,74.4,512,14.5,393,11.1,79.0,73.0
2018,M65To74BA,2981,2904,2398,82.6,105,3.6,401,13.8,2237,77.0,260,8.9,407,14.0,80.4,75.0
2018,M65To74AD,2270,2205,1893,85.9,56,2.6,255,11.6,1808,82.0,146,6.6,251,11.4,83.4,79.6
2018,F65To74L9,779,560,252,45.0,213,38.0,95,16.9,159,28.4,310,55.3,92,16.4,32.4,20.4
2018,F65To74L12,899,836,483,57.8,195,23.3,158,18.9,355,42.4,337,40.3,144,17.2,53.8,39.5
2018,F65To74HS,4926,4797,3437,71.6,568,11.8,792,16.5,2835,59.1,1202,25.0,760,15.8,69.8,57.6
2018,F65To74SC,4496,4411,3640,82.5,181,4.1,589,13.4,3225,73.1,617,14.0,569,12.9,81.0,71.7
2018,F65To74BA,3089,3003,2492,83.0,100,3.3,410,13.7,2301,76.6,290,9.6,412,13.7,80.7,74.5
2018,F65To74AD,2214,2189,1932,88.2,33,1.5,224,10.2,1837,83.9,126,5.8,226,10.3,87.2,83.0
2018,M75AndOverL9,697,587,359,61.2,135,23.0,93,15.9,257,43.8,251,42.8,79,13.4,51.5,36.9
2018,M75AndOverL12,732,710,480,67.5,103,14.5,128,18.0,365,51.4,229,32.3,116,16.3,65.5,49.9
2018,M75AndOverHS,2677,2620,1900,72.5,241,9.2,478,18.3,1573,60.1,584,22.3,463,17.7,71.0,58.8
2018,M75AndOverSC,1939,1912,1552,81.2,99,5.2,261,13.6,1413,73.9,243,12.7,256,13.4,80.0,72.9
2018,M75AndOverBA,1563,1532,1242,81.1,50,3.2,240,15.7,1143,74.6,155,10.1,234,15.3,79.5,73.1
2018,M75AndOverAD,1379,1347,1129,83.8,34,2.5,184,13.7,1068,79.3,92,6.8,187,13.9,81.9,77.4
2018,F75AndOverL9,862,749,400,53.3,188,25.1,161,21.5,240,32.0,379,50.7,130,17.3,46.3,27.8
2018,F75AndOverL12,1088,1047,664,63.4,235,22.4,148,14.1,458,43.7,463,44.2,126,12.1,61.0,42.1
2018,F75AndOverHS,4783,4667,3354,71.9,545,11.7,768,16.4,2654,56.9,1289,27.6,724,15.5,70.1,55.5
2018,F75AndOverSC,2800,2752,2188,79.5,119,4.3,445,16.2,1929,70.1,395,14.4,428,15.5,78.2,68.9
2018,F75AndOverBA,1659,1622,1217,75.0,88,5.4,317,19.5,1106,68.2,200,12.3,316,19.5,73.3,66.7
2018,F75AndOverAD,1046,1034,895,86.5,29,2.8,110,10.7,805,77.9,116,11.2,113,10.9,85.5,77.0
