candidate_id,state_abbreviation,congressional_district,candidate_party,disbursement,ind_support,ind_oppose,party_expenditures
H8NM01448,NM,1,Libertarian,94005,0,0,0
H8NM02156,NM,2,Unknown,1264792,1125338,5551138,95000
H8NM02248,NM,2,Democrat,2839858,929166,3298022,0
H8NM03196,NM,3,Democrat,2163668,114,0,0
H8NM03246,NM,3,Libertarian,4910,0,0,0
H8NV01261,NV,1,Republican,0,0,0,0
H8NV02095,NV,2,Democrat,119617,20658,0,0
H8NV03036,NV,1,Democrat,774830,9277,0,0
H8NV03200,NV,3,Democrat,4467758,370056,5300874,82400
H8NV03275,NV,3,Republican,732462,19779,3465529,0
H8NV04059,NV,4,Republican,740158,9359,3323009,34150
H8NY01148,NY,1,Republican,3065007,451413,605606,0
H8NY01155,NY,1,Democrat,4304985,527275,175000,0
H8NY01197,NY,1,Democrat,617334,387,0,0
H8NY02104,NY,2,Democrat,1530861,5295,0,0
H8NY03151,NY,3,Republican,337270,0,0,0
H8NY04084,NY,4,Republican,38560,0,0,0
H8NY06048,NY,5,Democrat,1195271,10,0,0
H8NY06113,NY,6,Green,0,0,0,0
H8NY07046,NY,14,Democrat,7151125,78,22000,0
H8NY09174,NY,9,Republican,3500,0,0,0
H8NY10099,NY,10,Republican,43934,0,0,0
H8NY11113,NY,11,Democrat,3090370,297663,0,0
H8NY12145,NY,12,Republican,32795,0,0,0
H8NY12152,NY,12,Green,0,0,0,0
H8NY13150,NY,13,Republican,5581,0,0,0
H8NY14133,NY,14,Republican,0,0,0,0
H8NY15148,NY,14,Democrat,1485386,1331,560829,0
H8NY15155,NY,15,Republican,0,0,0,0
H8NY17110,NY,17,Other,16828,0,0,0
H8NY18274,NY,18,Republican,197185,0,0,0
H8NY19058,NY,16,Democrat,2166614,7846,0,0
H8NY19181,NY,19,Democrat,7212186,998312,6547234,90000
H8NY20056,NY,17,Democrat,1225908,7773,0,0
H8NY21203,NY,20,Democrat,990608,10,0,0
H8NY21245,NY,21,Democrat,1079012,5375,0,0
H8NY21351,NY,21,Green,0,0,0,0
H8NY22151,NY,22,Democrat,3711751,637836,8492185,86000
H8NY23183,NY,23,Democrat,940920,40737,0,0
H8NY24090,NY,24,Democrat,1780259,96411,1154525,22500
H8NY25097,NY,25,Republican,635417,9600,0,0
H8NY25105,NY,25,Democrat,1360716,114,0,0
H8NY26137,NY,26,Republican,0,0,0,0
H8NY27150,NY,27,Other,261676,0,5000,0
H8NY27176,NY,27,Democrat,487461,147581,0,0
H8NY29032,NY,27,Republican,1814155,5000,7306,0
H8OH01043,OH,1,Republican,1960986,766570,3834266,94700
H8OH01118,OH,1,Democrat,3082560,357099,3092371,90000
H8OH02124,OH,2,Democrat,499032,836,0,0
H8OH03106,OH,3,Republican,0,0,0,0
H8OH05036,OH,5,Republican,1357505,1039,1276,0
H8OH05150,OH,5,Democrat,274742,212,0,0
H8OH06133,OH,6,Democrat,27975,0,0,0
H8OH07123,OH,7,Democrat,2690488,10,185656,95000
H8OH08097,OH,8,Democrat,29415,0,0,0
H8OH09111,OH,9,Republican,38064,0,0,0
H8OH10119,OH,10,Democrat,1123166,28304,0,0
H8OH11141,OH,11,Democrat,680943,114,0,0
H8OH12180,OH,12,Republican,2503625,3150293,1913978,179400
H8OH12297,OH,12,Democrat,6706148,924208,6567305,184401
H8OH13147,OH,13,Republican,54040,25000,0,0
H8OH14111,OH,14,Democrat,2143725,65647,90950,4259
H8OH15076,OH,15,Republican,5603142,952,862,24564
H8OH15126,OH,15,Libertarian,0,0,0,0
H8OH15134,OH,15,Democrat,1413159,141957,0,8000
H8OH16124,OH,16,Republican,1457001,508442,0,0
H8OH16157,OH,16,Democrat,168292,0,0,0
H8OK01157,OK,1,Republican,2655340,0,693244,0
H8OK01173,OK,1,Democrat,287985,0,0,0
H8OK02148,OK,2,Democrat,104578,0,0,0
H8OK03047,OK,3,Democrat,0,0,0,0
H8OK04094,OK,4,Democrat,519,0,0,0
H8OK04110,OK,4,Independent,0,0,0,0
H8OK05109,OK,5,Democrat,1067677,429664,0,0
H8OR01262,OR,1,Republican,0,236,0,0
H8OR02161,OR,2,Democrat,967102,1056,0,8739
H8OR02229,OR,2,Independent,0,0,0,0
H8OR03102,OR,3,Republican,0,118,0,0
H8OR04134,OR,4,Other,0,0,0,0
H8OR05107,OR,5,Democrat,942914,93631,862,0
H8OR05198,OR,5,Republican,25471,842,0,0
H8PA02110,PA,2,Republican,0,0,0,0
H8PA04090,PA,10,Democrat,1192531,721489,2013760,90000
H8PA04116,PA,4,Democrat,1137158,566067,200089,0
H8PA05071,PA,15,Republican,1302747,0,862,0
H8PA05204,PA,12,Democrat,79850,2361,89,0
H8PA05295,PA,5,Republican,386674,0,0,0
H8PA06087,PA,6,Democrat,2674549,482828,89,0
H8PA07192,PA,6,Republican,220765,0,0,0
H8PA07200,PA,5,Democrat,1370211,173246,89,0
H8PA07259,PA,7,Democrat,11220,0,0,0
H8PA07275,PA,7,Libertarian,12381,0,0,0
H8PA08174,PA,1,Democrat,1e7,597822,1e7,0
H8PA09065,PA,15,Democrat,134088,942,0,0
H8PA10147,PA,9,Republican,1818308,312777,0,42518
H8PA11095,PA,9,Democrat,1100550,68,89,0
H8PA13125,PA,13,Republican,1271963,70089,698236,19402
H8PA13133,PA,13,Democrat,29996,0,0,0
H8PA14065,PA,14,Democrat,504143,78,0,0
H8PA15245,PA,7,Republican,671157,224169,3195919,6583
H8PA15286,PA,4,Republican,449274,25000,0,0
H8PA16078,PA,11,Democrat,1258212,274482,474,0
H8PA16094,PA,16,Libertarian,7920,0,0,0
H8PA17050,PA,8,Republican,1995849,1317,0,69413
H8PA18181,PA,17,Democrat,8540280,1781421,1e7,107293
H8PA18199,PA,14,Republican,808785,676432,0,0
H8RI01100,RI,1,Republican,0,0,0,0
H8SC01116,SC,1,Democrat,1710361,462543,236412,0
H8SC01124,SC,1,Republican,1304131,96506,336699,95000
H8SC02106,SC,2,Democrat,148442,68,0,0
H8SC02122,SC,2,Other,0,0,0,0
H8SC03070,SC,3,Democrat,234395,278,0,0
H8SC03088,SC,3,Other,0,0,0,0
H8SC04250,SC,4,Republican,1691618,250816,949016,0
H8SC04375,SC,4,Republican,203938,4644,0,0
H8SC04391,SC,4,Other,50317,0,0,0
H8SC05158,SC,5,Republican,1714599,94521,736622,0
H8SC05174,SC,5,Democrat,2247541,35083,70000,49012
H8SC06107,SC,6,Republican,1745,0,0,0
H8SC06115,SC,6,Green,0,0,0,0
H8SC07063,SC,7,Democrat,22503,0,0,0
H8SD01055,SD,0,Republican,1277137,57795,102770,0
H8SD01097,SD,0,Democrat,777694,0,0,0
H8TN01079,TN,1,Democrat,174693,0,0,0
H8TN02119,TN,2,Republican,782792,4580,0,0
H8TN02176,TN,2,Democrat,243621,651,0,0
H8TN03208,TN,3,Democrat,182301,2280,0,0
H8TN04099,TN,4,Democrat,426708,414,0,0
H8TN04115,TN,4,Independent,0,0,0,0
H8TN06094,TN,6,Republican,4848242,8612,0,0
H8TN06128,TN,6,Democrat,35001,0,0,0
H8TN07068,TN,7,Democrat,311990,603,0,0
H8TN07076,TN,7,Republican,1986471,108228,0,0
H8TN09114,TN,9,Republican,61213,0,0,0
H8TN09122,TN,9,Independent,0,0,0,0
H8TX01069,TX,1,Libertarian,0,0,0,0
H8TX02067,TX,2,Democrat,1304566,911,0,0
H8TX02166,TX,2,Unknown,1410534,2473983,1349915,0
H8TX03099,TX,3,Democrat,260007,1123,0,0
H8TX03123,TX,3,Republican,2534897,58957,0,0
H8TX04162,TX,4,Democrat,19603,0,0,0
H8TX05052,TX,4,Libertarian,0,0,0,0
H8TX05086,TX,5,Democrat,92025,0,0,0
H8TX05144,TX,5,Republican,773353,602340,1071772,0
H8TX06183,TX,6,Democrat,541721,5521,0,0
H8TX06233,TX,6,Republican,513046,208982,0,10000
H8TX06365,TX,6,Libertarian,0,0,0,0
H8TX07140,TX,7,Democrat,4793093,2264263,6048712,90000
H8TX08080,TX,8,Democrat,31164,0,0,0
H8TX08122,TX,8,Libertarian,0,0,0,0
H8TX10110,TX,10,Democrat,315167,36711,0,0
H8TX10177,TX,10,Libertarian,0,0,0,0
H8TX11100,TX,11,Democrat,73666,0,0,0
H8TX12074,TX,12,Democrat,120739,0,0,0
H8TX12090,TX,12,Libertarian,0,0,0,0
H8TX13163,TX,13,Democrat,24989,0,0,0
H8TX14120,TX,14,Democrat,160498,840,0,0
H8TX14179,TX,14,Libertarian,0,0,0,0
H8TX15069,TX,15,Libertarian,0,0,0,0
H8TX16083,TX,16,Democrat,1633947,0,0,0
H8TX16109,TX,16,Democrat,1336342,654415,0,0
H8TX16133,TX,16,Other,41321,0,0,0
H8TX17149,TX,17,Democrat,97382,0,0,0
H8TX17156,TX,17,Libertarian,0,0,0,0
H8TX19111,TX,19,Democrat,70924,0,0,0
H8TX21125,TX,20,Libertarian,0,0,0,0
H8TX21190,TX,21,Democrat,3097752,116339,257002,0
H8TX21307,TX,21,Republican,1233149,2400178,392137,0
H8TX21372,TX,21,Libertarian,0,0,0,0
H8TX22107,TX,22,Republican,1879018,2027,64053,0
H8TX22313,TX,22,Democrat,906840,80220,0,0
H8TX23121,TX,23,Democrat,4813004,1219378,4816162,90000
H8TX25159,TX,25,Democrat,383873,24494,0,0
H8TX25175,TX,25,Libertarian,0,0,0,0
H8TX26124,TX,26,Democrat,62000,52,0,0
H8TX27049,TX,27,Republican,551292,1089043,0,200
H8TX27056,TX,27,Democrat,170957,0,0,0
H8TX28211,TX,28,Libertarian,0,0,0,0
H8TX29078,TX,29,Democrat,44254,0,0,0
H8TX29094,TX,29,Republican,70742,0,0,0
H8TX29144,TX,29,Libertarian,0,0,0,0
H8TX30050,TX,30,Libertarian,0,0,0,0
H8TX31058,TX,31,Democrat,4010122,9336,993,15000
H8TX31066,TX,31,Libertarian,0,0,0,0
H8TX32098,TX,32,Democrat,3911526,842663,7074358,90000
H8TX32189,TX,32,Libertarian,0,0,0,0
H8TX33021,TX,33,Republican,47022,44,0,0
H8TX35026,TX,35,Republican,42436,0,0,0
H8TX36024,TX,36,Democrat,845636,36,0,0
H8UT01158,UT,1,Democrat,22907,0,0,0
H8UT02255,UT,2,Democrat,366433,10,0,0
H8UT02297,UT,2,Libertarian,0,0,0,0
H8UT03238,UT,3,Republican,1625581,0,495554,0
H8UT03402,UT,3,Democrat,12809,0,0,0
H8UT04053,UT,4,Democrat,2615173,83438,365019,0
H8VA01147,VA,1,Republican,1666420,0,862,0
H8VA01303,VA,1,Democrat,310005,28308,5000,0
H8VA02111,VA,2,Democrat,2700592,1440844,2510157,90000
H8VA04026,VA,4,Republican,134862,0,0,0
H8VA04042,VA,4,Libertarian,0,0,0,0
H8VA05155,VA,5,Democrat,2538899,1296914,1036296,0
H8VA05171,VA,5,Republican,979061,532190,15873,95000
H8VA06104,VA,6,Republican,658558,5302,2470,0
H8VA06195,VA,6,Republican,5735,314,0,0
H8VA07094,VA,7,Democrat,5651777,909041,3493061,90000
H8VA07128,VA,7,Libertarian,6055,0,0,0
H8VA08159,VA,8,Republican,66811,0,0,0
H8VA09066,VA,9,Democrat,988673,4037,0,0
H8VA10106,VA,10,Democrat,4491608,1219546,8776386,0
H8VA11062,VA,11,Democrat,1269650,120,0,0
H8VA11070,VA,11,Republican,442410,0,0,0
H8VA11088,VA,11,Libertarian,5999,0,0,0
H8VT01065,VT,0,Republican,5525,0,0,0
H8WA01077,WA,1,Republican,12692,0,0,0
H8WA02208,WA,2,Libertarian,0,0,0,0
H8WA03198,WA,3,Democrat,2698290,1517778,806909,90000
H8WA04089,WA,4,Democrat,443618,39911,0,0
H8WA05193,WA,5,Democrat,4632440,120145,3371,45468
H8WA06100,WA,6,Republican,40401,0,0,0
H8WA08189,WA,8,Democrat,5478587,5075846,5208284,122702
H8WA08205,WA,8,Republican,4820857,140147,1e7,96593
H8WA09054,WA,9,Democrat,85388,0,0,0
H8WA10045,WA,10,Republican,4638,0,0,0
H8WI01024,WI,1,Republican,8e7,0,13727,0
H8WI01123,WI,1,Democrat,7543736,591279,2195010,90000
H8WI01156,WI,1,Republican,1591720,39838,0,96000
H8WI03103,WI,3,Republican,272236,0,0,0
H8WI04069,WI,4,Republican,0,0,0,0
H8WI05165,WI,5,Democrat,193896,29196,0,0
H8WI06098,WI,6,Democrat,3424548,62143,50932,15000
H8WI07096,WI,7,Democrat,83322,0,0,0
H8WI07138,WI,7,Independent,0,0,0,0
H8WI08045,WI,8,Democrat,321981,10,0,0
H8WI09050,WI,5,Republican,496815,0,59162,0
H8WV01075,WV,1,Democrat,204545,1010,184,0
H8WV02115,WV,2,Democrat,477146,78,211,6000
H8WV02123,WV,2,Other,3978,0,0,0
H8WV03048,WV,3,Democrat,2000104,29258,1892767,90000
H8WV03097,WV,3,Republican,1394111,109409,3314457,91215
H8WY01062,WY,0,Democrat,37116,0,0,0
