NAME,TotalPopulation,01,03,05,04,07,02,06
1,721236,721040,0,0,0,73,0,122
2,704877,0,44671,0,110606,297,549302,0
3,727723,0,695113,2,32606,0,1,0
4,695984,0,0,8067,456365,259,101800,129491
5,702404,0,0,702404,0,0,0,0
6,710331,107943,0,0,3796,283,3350,594958
7,716590,11432,12785,104160,70,423448,164691,0
8,705776,20,0,0,245137,364914,11825,83879
