NAME,TotalPopulation,04,02,06,01,03,05
1,755124,0,14938,13441,724358,0,2385
2,785026,0,747041,27017,10967,0,0
3,775230,8,0,1,0,775219,0
4,793872,746046,0,0,0,2854,44971
5,783606,4,0,41122,50437,0,692042
6,771755,0,23755,730548,11199,6251,0
