NAME,TotalPopulation,13,26,22,09,19,01,07,27,17,06,14,05,24,16,11,15,23,08,12,18,02,20,25,21,03,10,04
1,749592,0,0,0,0,0,749592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,773422,0,0,0,0,0,36622,0,0,0,0,0,245625,0,0,0,0,0,0,0,0,491175,0,0,0,0,0,0
3,747562,0,0,0,0,0,0,0,0,0,0,0,54542,0,0,46943,0,0,0,0,0,237099,0,0,0,408977,0,0
4,742951,0,0,0,0,0,0,0,0,0,0,0,328829,0,0,0,0,0,0,0,0,0,0,0,0,215289,0,198832
5,724132,0,0,0,0,0,0,0,0,0,1397,0,99247,0,0,0,0,0,0,0,0,0,0,0,0,2,0,623484
6,764441,0,0,0,0,0,0,2,0,0,483246,0,0,0,0,155740,0,0,0,0,0,0,0,0,0,118353,0,7098
7,752974,0,0,0,0,0,0,466727,0,0,286236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
8,763359,0,0,0,288,0,0,700,0,0,0,0,0,0,0,0,0,0,762367,0,1,0,0,0,0,0,0,0
9,698052,0,0,0,495175,0,0,11555,0,0,0,0,0,0,0,0,6166,0,3274,0,0,0,0,0,0,0,181879,0
10,752894,0,0,0,99350,0,0,288681,0,0,0,0,0,0,0,0,0,0,15039,0,0,0,0,0,0,0,349822,0
11,728726,0,0,0,3136,0,0,3,0,0,6203,0,0,0,0,257804,146208,0,0,0,0,0,0,0,0,0,315368,0
12,745093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338634,0,0,0,406456,0,3,0,0,0,0,0,0
13,778625,545054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,233569,0,0,0,0,0,0,0,0
14,781035,192358,0,0,0,0,0,0,0,0,0,525941,0,0,22164,0,32791,0,0,7780,0,0,0,0,0,0,0,0
15,766247,0,0,0,0,0,0,0,0,1368,0,274469,0,0,0,0,348626,0,0,141784,0,0,0,0,0,0,0,0
16,743197,0,0,0,0,0,0,0,0,0,0,140,0,0,594132,0,148923,0,0,0,0,0,0,0,0,0,0,0
17,769776,0,0,0,0,61435,0,0,0,472760,0,0,0,0,235581,0,0,0,0,0,0,0,0,0,0,0,0,0
18,774339,0,0,0,282950,1,0,0,0,317201,0,0,0,0,0,0,127048,0,0,0,0,0,0,47136,0,0,0,0
19,764048,0,0,0,0,746722,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,16079,0,0,0,0
20,773906,0,0,70796,0,0,0,0,0,0,0,0,0,0,0,0,0,94559,0,0,38485,0,563324,0,6740,0,0,0
21,756753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,738939,0,16634,0,1170,0,0,0
22,764507,0,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,57976,0,702086,0,0,0
23,745955,0,0,663357,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,16603,0,65939,0,0,0
24,784450,0,0,0,0,0,0,0,98378,0,0,0,0,544033,0,0,0,75232,0,0,0,0,65410,1395,0,0,0,0
25,775836,0,0,25557,0,0,0,0,0,0,0,0,0,70281,0,0,0,602279,0,0,0,0,77718,0,0,0,0,0
26,773915,0,1478,0,0,26318,0,0,22333,0,0,0,0,122933,0,0,0,0,0,0,0,0,11,600841,0,0,0,0
27,771951,0,74324,0,0,0,0,0,629701,0,0,0,0,14696,0,0,0,0,0,0,0,0,0,53228,0,0,0,0
28,749171,0,689942,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58027,0,0,0,0
