NAME,TotalPopulation,01,03,05,04,07,02,08,09,06
1,762300,720102,0,0,0,0,42198,0,0,0
2,749372,21,37237,0,0,0,712113,0,0,0
3,762749,0,685799,0,76871,0,74,0,0,4
4,742622,0,12,12,613386,73183,0,0,0,56026
5,719969,0,0,330862,98899,189621,0,0,0,100586
6,761460,0,16249,191191,5539,0,0,0,0,548478
7,734793,0,0,250953,0,401137,0,371,0,82330
8,761463,0,0,0,0,127474,0,622657,11332,0
9,777535,0,0,0,0,0,0,93570,683965,0
