NAME,TotalPopulation,01,03,05,04,02
1,697922,571476,99552,26893,0,0
2,701991,0,0,38,59102,642850
3,700843,0,672084,5489,0,23269
4,690556,0,0,59329,631225,0
5,714172,100,76434,350925,126484,160226
6,670859,279695,0,391156,7,0
