NAME,TotalPopulation,02,06,01,03,05,04
1,748435,41609,54629,652193,0,2,1
2,739305,641542,0,65977,8212,0,23572
3,736627,1,0,0,734639,0,1986
4,743222,32024,9628,0,8,4029,697530
5,748060,1,20296,2,0,692166,35593
6,746300,50729,695561,0,0,5,4
