NAME,TotalPopulation,01,03,04,05,07,02,06
1,713551,648023,0,0,0,0,0,65527
2,735077,0,0,0,4,0,705386,29685
3,726862,0,687640,12696,26520,0,5,0
4,712238,0,19801,692436,0,0,0,0
5,725840,0,0,30880,691593,14,4,3346
6,744349,139719,0,0,13991,1129,19321,570186
7,733597,0,0,0,6,729445,0,4145
