NAME,TotalPopulation,07,02,06,08,01,03,04,05
1,698613,0,70175,0,0,628437,0,0,0
2,694125,0,638943,1,0,40701,26,14451,0
3,700039,0,26,20323,0,0,657234,0,22453
4,698319,0,1193,3,0,0,0,697115,7
5,695425,0,2,0,0,0,111,13,695297
6,695895,141,4,629669,2,0,66070,3,3
7,706214,612055,1,24716,58709,10732,0,0,0
8,711532,52471,0,43135,612289,0,0,3635,0
