NAME,TotalPopulation,36,16,46,37,33,15,53,47,31,03,21,48,10,34,52,30,18,20,42,25,32,43,35,13,26,44,19,49,05,24,29,07,06,39,11,50,23,08,51,28,01,40,12,45,04,22,09,41,27,17,14,02,38
1,760408,0,0,0,0,0,0,0,0,0,205606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554797,0,0,0,1,0,0,0,0,0,0,2,0
2,772454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67351,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,705072,0
3,748508,0,0,0,0,0,0,0,0,0,12744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123318,4,0,0,0,0,32321,0,0,155002,0,0,0,425116,0,0,0,0,0,0,0,0
4,746276,0,0,0,0,0,0,0,0,0,330887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413053,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0
5,763830,0,9632,0,0,0,0,0,0,0,0,0,0,321507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,315564,117116,0,0,0,0,0,0,0
6,733876,0,0,0,0,0,0,0,0,0,33034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353932,346905,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7,733397,0,0,0,0,0,0,0,0,0,20314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276520,411388,0,4,0,0,0,0,0,0,0,0,0,0,0,25169,0,0,0,0,0,0
8,736209,0,0,0,0,0,0,0,0,0,163722,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,226338,0,0,0,0,0,320614,0,0,0,0,0,0,0,0,0,0,0,25488,0,0,0,0,0,0
9,738163,0,0,0,0,0,0,0,0,0,0,0,0,185771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,257,0,0,0,0,0,0,0,0,0,0,0,552131,0,0,0,0,0,0
10,743917,0,0,0,0,0,120774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16578,0,0,0,0,0,456135,0,0,0,0,0,0,0,0,0,0,0,150417,0,0,0,0,0,0
11,753960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696275,0,0,0,0,0,0,0,57539,0,0
