NAME,TotalPopulation,36,16,46,37,33,15,53,47,31,03,21,48,10,34,52,30,18,20,42,25,32,43,35,13,26,44,19,49,05,24,29,07,06,39,11,50,23,08,51,28,01,40,12,45,04,22,09,41,27,17,14,02,38
12,743037,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742583,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0
13,750291,0,394779,0,0,0,0,0,0,0,0,96858,0,239297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19352,0,0,0,0,0,0
14,766344,0,0,0,0,0,660638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,87401,0,0,0
15,759076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65364,0,0,0,0,0,0,0,624836,0,0
16,761713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525123,0,0,0,0,0,0,0,0,0,157226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8873,70489,0,0
17,752769,0,0,0,0,0,2491,0,0,0,0,0,0,0,0,0,0,55274,0,0,0,0,0,0,0,0,0,19041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675962,0,0,0
18,743780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7904,411585,0,0,0,0,0,0,0,0,323225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0,0
19,772289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93257,327127,0,0,0,0,0,0,0,0,254644,0,0,97259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,748482,0,2131,0,0,0,0,0,0,0,0,68782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390465,0,0,0,0,0,0,0,9369,277732,0,0,0,0,0,0,0
21,743584,0,333917,0,0,0,0,0,0,0,0,99484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,0,0,0,0,0,0,0,0,306401,0,0,0,0,0,0,0
22,763701,0,0,0,0,0,0,0,0,0,0,436172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257585,0,0,0,0,0,0,0,0,69943,0,0,0,0,0,0,0
23,739357,10,0,0,0,0,0,0,0,72121,0,0,0,0,0,0,0,0,0,0,19105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18225,629890,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
24,749779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110467,0,0,0,0,639311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,725510,522128,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6541,180579,0,0,0,0,0,0,0,0,718,0,0,0,0,0
26,771131,0,0,0,0,38855,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,108545,0,0,0,0,619194,0,0,0,0,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,706600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42907,0,0,0,567894,0,0,0,0,0,0,0,0,0,0,10235,0,0,0,0,0,83931,0,0,290,0,0,0,0,0,0,0,0,1341,0,0,0,0
28,767005,0,0,0,0,0,0,0,0,36121,0,0,0,0,201,0,0,0,0,0,643,3937,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,8317,0,49596,0,946,0,0,0,0,0,0,666009,0,0,0,1196
29,761325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91889,0,0,0,236,0,0,0,0,0,0,0,0,0,0,664510,0,0,0,0,0,0,0,0,4367,0,0,0,0,0,0,0,0,321,0,0,0,0
30,759252,0,0,0,12608,50821,0,0,0,0,0,0,0,0,15375,0,24871,0,0,0,162,0,0,0,0,0,0,0,0,0,0,4132,0,0,0,0,0,0,0,0,642375,0,0,0,0,0,0,0,0,8906,0,0,0,0
31,758738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,697175,0,21,0,0,0,0,0,0,0,5,0,0,2950,0,0,0,0,0,23,0,0,0,0,0,0,0,0,35126,0,0,0,23434
32,790376,0,0,0,22020,115980,0,0,0,0,0,0,0,0,0,0,610555,0,0,0,793,0,0,0,0,662,0,0,0,0,0,33268,0,0,0,0,0,0,0,0,7095,0,0,0,0,0,0,0,0,0,0,0,0,0
33,747088,0,0,0,0,0,0,0,0,562460,0,0,0,0,0,0,0,0,0,0,0,0,0,134241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
34,795853,0,0,0,4338,0,0,0,0,0,0,0,0,0,683140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11971,0,94973,0,0,0,0,0,0,964,0,0,0,464
35,760409,0,0,0,0,0,0,0,0,88293,0,0,0,0,0,0,0,0,0,34558,0,16,0,611208,0,0,0,0,0,0,0,0,0,0,17181,0,0,0,0,0,0,0,0,0,0,0,0,0,3557,5593,0,0,0,0
36,738787,0,0,0,160739,479300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98716,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
37,762286,0,0,0,525360,8,0,0,0,0,0,0,0,0,35989,0,0,0,0,0,0,0,34240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166686,0,0,0,0,0,0,0,0,0,0,0
38,757709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,0,4062,0,0,0,0,0,0,0,0,0,0,249232,0,0,0,0,0,0,0,17551,0,0,0,0,0,0,1199,0,0,0,480667
39,760953,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40436,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720493,0,0,0,0,0
40,772058,0,0,42279,0,0,0,0,0,0,0,0,47620,0,0,0,0,0,0,15572,0,0,0,675,0,0,0,0,9704,0,0,0,0,0,158492,0,0,0,0,0,0,0,0,0,497712,0,0,0,0,0,0,0,0,0
41,824805,209612,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,582267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32907,0,0,0,0,0
42,763873,0,0,0,0,0,0,0,290630,0,0,0,9,0,18,0,0,0,0,0,0,0,1,0,0,0,36624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371542,0,0,0,0,0,0,0,0,0,0,65047
43,755884,0,0,0,1557,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547551,0,0,0,204877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
44,757333,0,0,0,0,28000,0,0,124281,0,0,0,0,0,0,0,0,0,0,0,0,0,46294,0,0,0,467482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54752,0,0,0,0,0,0,0,0,0,0,36522
45,756447,0,0,56994,0,0,0,0,251242,0,0,0,121315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98479
46,776502,0,0,623635,0,0,0,0,41608,0,0,0,38659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67983,0,0,0,0,0,0,0,0,0,4616,0,0,0,0,0,0,0,0,0
47,729527,0,0,1035,0,0,0,0,3895,0,0,0,457753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266499,0,0,0,0,0,0,0,0,0
48,767809,1176,0,0,0,0,0,28427,0,0,0,0,0,0,0,50144,0,0,0,178727,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,491204,0,0,16416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,764905,0,0,0,0,0,0,0,0,0,0,0,63598,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,688032,0,0,0,0,0,0,0,5858,0,0,0,0,0,0,0,7113,0,0,0,0,0,0,0,0,0
50,742918,0,0,0,0,0,0,101717,0,0,0,0,0,0,0,399665,0,0,0,0,0,0,0,0,0,0,0,0,57838,0,0,0,0,0,0,0,180884,0,0,2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,767278,0,0,0,0,0,0,393110,0,0,0,0,0,0,0,321725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50403,0,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,778437,0,0,0,0,0,0,241355,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,535622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
