NAME,TotalPopulation,01,03,05,04,07,02,06,08
1,774286,700607,0,0,0,0,73678,0,0
2,757171,19862,196333,0,0,0,540975,0,0
3,758493,4,440652,0,131096,0,107946,0,78792
4,764741,0,17010,102549,588304,32198,0,24678,0
5,753546,0,0,634510,2,0,0,119033,0
6,769325,0,57587,33535,43355,0,0,634846,0
7,759374,0,0,0,7766,751607,0,0,0
8,787219,0,79967,0,0,0,45880,0,661370
